,power,potential,cost,state_of_charge,cycle_count
2021-04-05 20:45:00+00:00,-0.333333333,-0.666666667,-0.12805527,0.68375,0.036480263
2021-04-05 21:00:00+00:00,0.0,0.0,0.023257872,0.682894737,0.008344298
2021-04-05 21:15:00+00:00,0.466666667,0.933333333,0.455580154,0.619780702,0.047390351
2021-04-05 21:30:00+00:00,0.0,0.0,0.0,0.619780702,0.0
2021-04-05 21:45:00+00:00,-0.466666667,-0.933333333,-0.205577,0.673486842,0.04439693
2021-04-05 22:00:00+00:00,0.0,0.0,0.046354821,0.671776316,0.016688596
2021-04-05 22:15:00+00:00,-0.133333333,-0.266666667,-0.067433484,0.687609649,0.007916667
2021-04-05 22:30:00+00:00,-0.2,-0.4,-0.094322222,0.711359649,0.011875
2021-04-05 22:45:00+00:00,-0.8,-1.6,-0.249748724,0.806359649,0.0475
2021-04-05 23:00:00+00:00,0.0,0.0,0.0,0.806359649,0.0
2021-04-05 23:15:00+00:00,0.0,0.0,0.0,0.806359649,0.0
2021-04-05 23:30:00+00:00,-0.266666667,-0.533333333,0.007231948,0.838026316,0.015833333
2021-04-05 23:45:00+00:00,-0.266666667,-0.533333333,0.070411931,0.869692982,0.015833333
2021-04-06 00:00:00+00:00,0.0,0.0,0.075196478,0.868837719,0.008344298
2021-04-06 00:15:00+00:00,0.0,0.0,0.0,0.868837719,0.0
2021-04-06 00:30:00+00:00,0.0,0.0,0.0,0.868837719,0.0
2021-04-06 00:45:00+00:00,0.0,0.0,0.0,0.868837719,0.0
2021-04-06 01:00:00+00:00,0.133333333,0.266666667,0.098311111,0.85129386,0.00877193
2021-04-06 01:15:00+00:00,0.2,0.4,0.151131572,0.82497807,0.013157895
2021-04-06 01:30:00+00:00,0.466666667,0.933333333,0.366411609,0.763574561,0.030701754
2021-04-06 01:45:00+00:00,0.4,0.8,0.330372597,0.710942982,0.026315789
2021-04-06 02:00:00+00:00,-0.066666667,-0.133333333,-0.03011721,0.718859649,0.003958333
2021-04-06 02:15:00+00:00,0.733333333,1.466666667,0.635736597,0.622368421,0.048245614
2021-04-06 02:30:00+00:00,0.4,0.8,0.364401738,0.569736842,0.026315789
2021-04-06 02:45:00+00:00,0.4,0.8,0.389301303,0.517105263,0.026315789
2021-04-06 03:00:00+00:00,0.0,0.0,0.049123405,0.515394737,0.016688596
2021-04-06 03:15:00+00:00,0.533333333,1.066666667,0.577198302,0.445219298,0.035087719
2021-04-06 03:30:00+00:00,0.466666667,0.933333333,0.59716008,0.383815789,0.030701754
2021-04-06 03:45:00+00:00,0.133333333,0.266666667,0.193371503,0.36627193,0.00877193
2021-04-06 04:00:00+00:00,-0.2,-0.4,-0.141664508,0.39002193,0.011875
2021-04-06 04:15:00+00:00,0.0,0.0,0.0,0.39002193,0.0
2021-04-06 04:30:00+00:00,1.0,2.0,1.849355874,0.258442982,0.065789474
2021-04-06 04:45:00+00:00,1.0,2.0,3.827758097,0.126864035,0.065789474
2021-04-06 05:00:00+00:00,0.0,0.0,0.0,0.126864035,0.0
2021-04-06 05:15:00+00:00,0.204166667,0.408333333,1.015525969,0.1,0.013432018
2021-04-06 05:30:00+00:00,0.0,0.0,0.0,0.1,0.0
2021-04-06 05:45:00+00:00,0.0,0.0,0.0,0.1,0.0
2021-04-06 06:00:00+00:00,0.0,0.0,0.0,0.1,0.0
2021-04-06 06:15:00+00:00,0.0,0.0,0.0,0.1,0.0
2021-04-06 06:30:00+00:00,0.0,0.0,0.0,0.1,0.0
2021-04-06 06:45:00+00:00,0.0,0.0,0.0,0.1,0.0
2021-04-06 07:00:00+00:00,-0.0065,-0.013,0.033479831,0.1,0.007916667
2021-04-06 07:15:00+00:00,-0.866666667,-1.733333333,-1.273526925,0.202916667,0.051458333
2021-04-06 07:30:00+00:00,-0.8,-1.6,-0.636603867,0.297916667,0.0475
2021-04-06 07:45:00+00:00,-1.0,-2.0,-0.721249881,0.416666667,0.059375
2021-04-06 08:00:00+00:00,-0.933333333,-1.866666667,-0.618119767,0.5275,0.055416667
2021-04-06 08:15:00+00:00,-1.0,-2.0,-0.598933846,0.64625,0.059375
2021-04-06 08:30:00+00:00,-0.733333333,-1.466666667,-0.354515449,0.733333333,0.043541667
2021-04-06 08:45:00+00:00,-0.666666667,-1.333333333,-0.173159602,0.8125,0.039583333
2021-04-06 09:00:00+00:00,-0.466666667,-0.933333333,0.2374485,0.86620614,0.04439693
2021-04-06 09:15:00+00:00,0.2,0.4,0.14823086,0.839890351,0.013157895
2021-04-06 09:30:00+00:00,0.0,0.0,0.0,0.839890351,0.0
2021-04-06 09:45:00+00:00,-0.066666667,-0.133333333,0.014131553,0.847807018,0.003958333
2021-04-06 10:00:00+00:00,1.0,2.0,0.79387165,0.71622807,0.065789474
2021-04-06 10:15:00+00:00,0.666666667,1.333333333,0.619817425,0.626798246,0.060548246
2021-04-06 10:30:00+00:00,-0.466666667,-0.933333333,-0.1494085,0.67879386,0.061085526
2021-04-06 10:45:00+00:00,0.933333333,1.866666667,0.839755454,0.555986842,0.061403509
2021-04-06 11:00:00+00:00,0.0,0.0,0.043310175,0.554276316,0.016688596
2021-04-06 11:15:00+00:00,0.866666667,1.733333333,0.910911104,0.440241228,0.057017544
2021-04-06 11:30:00+00:00,1.0,2.0,1.49988102,0.308662281,0.065789474
2021-04-06 11:45:00+00:00,-0.533333333,-1.066666667,-0.391109659,0.371995614,0.031666667
2021-04-06 12:00:00+00:00,0.466666667,0.933333333,0.784390225,0.310592105,0.030701754
2021-04-06 12:15:00+00:00,0.333333333,0.666666667,0.71432817,0.266732456,0.021929825
2021-04-06 12:30:00+00:00,-1.0,-2.0,-0.740977774,0.385482456,0.059375
2021-04-06 12:45:00+00:00,-1.0,-2.0,-0.673214482,0.504232456,0.059375
2021-04-06 13:00:00+00:00,-0.866666667,-1.733333333,-0.539553754,0.607149123,0.051458333
2021-04-06 13:15:00+00:00,0.666666667,1.333333333,0.675932603,0.517719298,0.060548246
2021-04-06 13:30:00+00:00,0.733333333,1.466666667,0.813997994,0.42122807,0.048245614
2021-04-06 13:45:00+00:00,-0.133333333,-0.266666667,-0.090533333,0.437061404,0.007916667
2021-04-06 14:00:00+00:00,-1.0,-2.0,-0.652244756,0.555811404,0.059375
2021-04-06 14:15:00+00:00,0.066666667,0.133333333,0.10775462,0.545328947,0.021074561
2021-04-06 14:30:00+00:00,0.8,1.6,0.846466659,0.440065789,0.052631579
2021-04-06 14:45:00+00:00,1.0,2.0,1.50282286,0.308486842,0.065789474
2021-04-06 15:00:00+00:00,-0.733333333,-1.466666667,-0.451360894,0.394714912,0.051885965
2021-04-06 15:15:00+00:00,-0.066666667,-0.133333333,-0.046482673,0.402631579,0.003958333
2021-04-06 15:30:00+00:00,0.733333333,1.466666667,1.178665953,0.306140351,0.048245614
2021-04-06 15:45:00+00:00,0.6,1.2,1.563207671,0.227192982,0.039473684
2021-04-06 16:00:00+00:00,-0.466666667,-0.933333333,-0.36725083,0.282609649,0.027708333
2021-04-06 16:15:00+00:00,-0.8,-1.6,-0.591288199,0.377609649,0.0475
2021-04-06 16:30:00+00:00,0.0,0.0,0.0,0.377609649,0.0
2021-04-06 16:45:00+00:00,1.0,2.0,2.009546373,0.246030702,0.065789474
2021-04-06 17:00:00+00:00,0.0,0.0,0.0,0.246030702,0.0
2021-04-06 17:15:00+00:00,-0.2,-0.4,-0.15699958,0.269780702,0.011875
2021-04-06 17:30:00+00:00,0.133333333,0.266666667,0.34356373,0.252236842,0.00877193
2021-04-06 17:45:00+00:00,0.666666667,1.333333333,2.424982458,0.164517544,0.043859649
2021-04-06 18:00:00+00:00,0.2,0.4,0.901970766,0.138201754,0.013157895
2021-04-06 18:15:00+00:00,0.0,0.0,0.0,0.138201754,0.0
2021-04-06 18:30:00+00:00,0.0,0.0,0.0,0.138201754,0.0
2021-04-06 18:45:00+00:00,-0.066666667,-0.133333333,-0.072762514,0.146118421,0.003958333
2021-04-06 19:00:00+00:00,0.3505,0.701,1.698240338,0.1,0.023059211
2021-04-06 19:15:00+00:00,-0.133333333,-0.266666667,-0.46906604,0.115833333,0.007916667
2021-04-06 19:30:00+00:00,-0.8,-1.6,-0.861083107,0.210833333,0.0475
2021-04-06 19:45:00+00:00,-0.6,-1.2,-0.478235657,0.282083333,0.035625
2021-04-06 20:00:00+00:00,0.6,1.2,1.819753815,0.203135965,0.039473684
2021-04-06 20:15:00+00:00,0.0,0.0,0.0,0.203135965,0.0
2021-04-06 20:30:00+00:00,-0.533333333,-1.066666667,-0.431973664,0.266469298,0.031666667
2021-04-06 20:45:00+00:00,-0.466666667,-0.933333333,-0.354725779,0.321885965,0.027708333
2021-04-06 21:00:00+00:00,-0.666666667,-1.333333333,-0.479217342,0.401052632,0.039583333
2021-04-06 21:15:00+00:00,-0.2,-0.4,-0.137425852,0.424802632,0.011875
2021-04-06 21:30:00+00:00,-0.4,-0.8,-0.268292321,0.472302632,0.02375
2021-04-06 21:45:00+00:00,-1.0,-2.0,-0.635578967,0.591052632,0.059375
2021-04-06 22:00:00+00:00,0.6,1.2,0.580375648,0.512105263,0.039473684
2021-04-06 22:15:00+00:00,0.066666667,0.133333333,0.0692,0.503333333,0.004385965
2021-04-06 22:30:00+00:00,0.066666667,0.133333333,0.096063326,0.49370614,0.012730263
2021-04-06 22:45:00+00:00,0.0,0.0,0.0,0.49370614,0.0
2021-04-06 23:00:00+00:00,0.933333333,1.866666667,1.164688694,0.370899123,0.061403509
2021-04-06 23:15:00+00:00,1.0,2.0,2.097281231,0.239320175,0.065789474
2021-04-06 23:30:00+00:00,0.533333333,1.066666667,1.979286392,0.169144737,0.035087719
2021-04-06 23:45:00+00:00,-0.266666667,-0.533333333,-0.237391711,0.200811404,0.015833333
2021-04-07 00:00:00+00:00,0.133333333,0.266666667,0.510751171,0.183267544,0.00877193
2021-04-07 00:15:00+00:00,0.0,0.0,0.0,0.183267544,0.0
2021-04-07 00:30:00+00:00,0.333333333,0.666666667,1.463993107,0.139407895,0.021929825
2021-04-07 00:45:00+00:00,0.066666667,0.133333333,0.306115469,0.130635965,0.004385965
2021-04-07 01:00:00+00:00,0.0,0.0,0.0,0.130635965,0.0
2021-04-07 01:15:00+00:00,0.0,0.0,0.0,0.130635965,0.0
2021-04-07 01:30:00+00:00,0.0,0.0,0.0,0.130635965,0.0
2021-04-07 01:45:00+00:00,-0.333333333,-0.666666667,-0.360025983,0.170219298,0.019791667
2021-04-07 02:00:00+00:00,-0.333333333,-0.666666667,-0.292914229,0.209802632,0.019791667
2021-04-07 02:15:00+00:00,-0.466666667,-0.933333333,-0.376967353,0.265219298,0.027708333
2021-04-07 02:30:00+00:00,-0.533333333,-1.066666667,-0.406342205,0.328552632,0.031666667
2021-04-07 02:45:00+00:00,0.133333333,0.266666667,0.248706893,0.311008772,0.00877193
2021-04-07 03:00:00+00:00,-0.6,-1.2,-0.439920236,0.382258772,0.035625
2021-04-07 03:15:00+00:00,-0.666666667,-1.333333333,-0.456220908,0.461425439,0.039583333
2021-04-07 03:30:00+00:00,0.0,0.0,0.0,0.461425439,0.0
2021-04-07 03:45:00+00:00,-0.533333333,-1.066666667,-0.349075263,0.524758772,0.031666667
2021-04-07 04:00:00+00:00,-0.733333333,-1.466666667,-0.450232323,0.611842105,0.043541667
2021-04-07 04:15:00+00:00,0.2,0.4,0.224669342,0.583815789,0.029846491
2021-04-07 04:30:00+00:00,0.666666667,1.333333333,0.656583287,0.496096491,0.043859649
2021-04-07 04:45:00+00:00,1.0,2.0,1.258013804,0.364517544,0.065789474
2021-04-07 05:00:00+00:00,0.466666667,0.933333333,0.819574352,0.303114035,0.030701754
2021-04-07 05:15:00+00:00,1.0,2.0,3.112668788,0.171535088,0.065789474
2021-04-07 05:30:00+00:00,0.466666667,0.933333333,2.132333629,0.110131579,0.030701754
2021-04-07 05:45:00+00:00,0.077,0.154,0.430224132,0.1,0.005065789
2021-04-07 06:00:00+00:00,-0.133333333,-0.266666667,-0.477214132,0.115833333,0.007916667
2021-04-07 06:15:00+00:00,-0.266666667,-0.533333333,-0.385439761,0.1475,0.015833333
2021-04-07 06:30:00+00:00,0.066666667,0.133333333,0.301693098,0.13872807,0.004385965
2021-04-07 06:45:00+00:00,0.066666667,0.133333333,1.004867721,0.127390351,0.02941886
2021-04-07 07:00:00+00:00,-0.066666667,-0.133333333,-0.087462369,0.135307018,0.003958333
2021-04-07 07:15:00+00:00,-0.4,-0.8,-0.40015295,0.182807018,0.02375
2021-04-07 07:30:00+00:00,-0.4,-0.8,-0.340948949,0.230307018,0.02375
2021-04-07 07:45:00+00:00,-1.0,-2.0,-0.767576646,0.349057018,0.059375
2021-04-07 08:00:00+00:00,0.733333333,1.466666667,1.533074462,0.252565789,0.048245614
2021-04-07 08:15:00+00:00,0.133333333,0.266666667,0.975123639,0.23245614,0.033804825
2021-04-07 08:30:00+00:00,-0.333333333,-0.666666667,0.117681089,0.268618421,0.05316886
2021-04-07 08:45:00+00:00,-0.933333333,-1.866666667,-0.69621551,0.379451754,0.055416667
2021-04-07 09:00:00+00:00,-0.6,-1.2,-0.412715803,0.450701754,0.035625
2021-04-07 09:15:00+00:00,-0.2,-0.4,-0.0988069,0.473596491,0.020219298
2021-04-07 09:30:00+00:00,0.0,0.0,0.0,0.473596491,0.0
2021-04-07 09:45:00+00:00,-0.066666667,-0.133333333,0.138261466,0.475526316,0.062368421
2021-04-07 10:00:00+00:00,0.666666667,1.333333333,0.827116725,0.387807018,0.043859649
2021-04-07 10:15:00+00:00,0.466666667,0.933333333,1.064922175,0.322982456,0.064078947
2021-04-07 10:30:00+00:00,-0.4,-0.8,-0.293534607,0.370482456,0.02375
2021-04-07 10:45:00+00:00,-0.866666667,-1.733333333,-0.593765353,0.473399123,0.051458333
2021-04-07 11:00:00+00:00,1.0,2.0,1.348666713,0.341820175,0.065789474
2021-04-07 11:15:00+00:00,-0.866666667,-1.733333333,-0.608586546,0.444736842,0.051458333
2021-04-07 11:30:00+00:00,0.0,0.0,0.0,0.444736842,0.0
2021-04-07 11:45:00+00:00,-1.0,-2.0,-0.648949687,0.563486842,0.059375
2021-04-07 12:00:00+00:00,-0.866666667,-1.733333333,-0.496322506,0.666403509,0.051458333
2021-04-07 12:15:00+00:00,-1.0,-2.0,-0.393803394,0.785153509,0.059375
2021-04-07 12:30:00+00:00,-0.2,-0.4,-0.024218892,0.808903509,0.011875
2021-04-07 12:45:00+00:00,-0.066666667,-0.133333333,0.000949561,0.816820175,0.003958333
2021-04-07 13:00:00+00:00,-0.6,-1.2,0.160264686,0.888070175,0.035625
2021-04-07 13:15:00+00:00,-0.066666667,-0.133333333,0.047686235,0.895986842,0.003958333
2021-04-07 13:30:00+00:00,0.0,0.0,0.0,0.895986842,0.0
2021-04-07 13:45:00+00:00,0.0,0.0,0.0,0.895986842,0.0
2021-04-07 14:00:00+00:00,0.0,0.0,0.0,0.895986842,0.0
2021-04-07 14:15:00+00:00,0.066666667,0.133333333,0.046577778,0.887214912,0.004385965
2021-04-07 14:30:00+00:00,0.0,0.0,0.0,0.887214912,0.0
2021-04-07 14:45:00+00:00,0.0,0.0,0.0,0.887214912,0.0
2021-04-07 15:00:00+00:00,-0.107663897,-0.215327793,0.085003964,0.9,0.006392544
2021-04-07 15:15:00+00:00,0.066666667,0.133333333,0.046577778,0.89122807,0.004385965
2021-04-07 15:30:00+00:00,0.0,0.0,0.0,0.89122807,0.0
2021-04-07 15:45:00+00:00,0.133333333,0.266666667,0.095722222,0.873684211,0.00877193
2021-04-07 16:00:00+00:00,-0.221606648,-0.443213296,0.131072417,0.9,0.013157895
2021-04-07 16:15:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-07 16:30:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-07 16:45:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-07 17:00:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-07 17:15:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-07 17:30:00+00:00,0.533333333,1.066666667,0.390805824,0.829824561,0.035087719
2021-04-07 17:45:00+00:00,0.0,0.0,0.0,0.829824561,0.0
2021-04-07 18:00:00+00:00,0.0,0.0,0.0,0.829824561,0.0
2021-04-07 18:15:00+00:00,0.0,0.0,0.0,0.829824561,0.0
2021-04-07 18:30:00+00:00,0.0,0.0,0.0,0.829824561,0.0
2021-04-07 18:45:00+00:00,0.133333333,0.266666667,0.102371219,0.812280702,0.00877193
2021-04-07 19:00:00+00:00,0.6,1.2,0.481542215,0.733333333,0.039473684
2021-04-07 19:15:00+00:00,0.4,0.8,0.339826509,0.680701754,0.026315789
2021-04-07 19:30:00+00:00,0.0,0.0,0.0,0.680701754,0.0
2021-04-07 19:45:00+00:00,-0.266666667,-0.533333333,-0.125716254,0.712368421,0.015833333
2021-04-07 20:00:00+00:00,-0.066666667,-0.133333333,-0.003415584,0.719429825,0.012302632
2021-04-07 20:15:00+00:00,-0.2,-0.4,-0.078232528,0.743179825,0.011875
2021-04-07 20:30:00+00:00,-0.466666667,-0.933333333,-0.122299162,0.798596491,0.027708333
2021-04-07 20:45:00+00:00,-0.066666667,-0.133333333,-0.005130003,0.806513158,0.003958333
2021-04-07 21:00:00+00:00,-0.6,-1.2,0.115529251,0.877763158,0.035625
2021-04-07 21:15:00+00:00,0.0,0.0,0.0,0.877763158,0.0
2021-04-07 21:30:00+00:00,0.0,0.0,0.0,0.877763158,0.0
2021-04-07 21:45:00+00:00,0.0,0.0,0.0,0.877763158,0.0
2021-04-07 22:00:00+00:00,1.0,2.0,0.781512329,0.746184211,0.065789474
2021-04-07 22:15:00+00:00,-0.8,-1.6,-0.139798465,0.841184211,0.0475
2021-04-07 22:30:00+00:00,0.0,0.0,0.0,0.841184211,0.0
2021-04-07 22:45:00+00:00,0.0,0.0,0.0,0.841184211,0.0
2021-04-07 23:00:00+00:00,0.8,1.6,0.640281268,0.735921053,0.052631579
2021-04-07 23:15:00+00:00,0.0,0.0,0.0,0.735921053,0.0
2021-04-07 23:30:00+00:00,0.0,0.0,0.0,0.735921053,0.0
2021-04-07 23:45:00+00:00,0.0,0.0,0.0,0.735921053,0.0
2021-04-08 00:00:00+00:00,0.0,0.0,0.0,0.735921053,0.0
2021-04-08 00:15:00+00:00,1.0,2.0,0.880094367,0.604342105,0.065789474
2021-04-08 00:30:00+00:00,-0.066666667,-0.133333333,-0.039745166,0.612258772,0.003958333
2021-04-08 00:45:00+00:00,-0.333333333,-0.666666667,-0.189401994,0.651842105,0.019791667
2021-04-08 01:00:00+00:00,-0.4,-0.8,-0.207600624,0.699342105,0.02375
2021-04-08 01:15:00+00:00,0.0,0.0,0.0,0.699342105,0.0
2021-04-08 01:30:00+00:00,-0.133333333,-0.266666667,-0.062366667,0.715175439,0.007916667
2021-04-08 01:45:00+00:00,0.0,0.0,0.0,0.715175439,0.0
2021-04-08 02:00:00+00:00,-0.066666667,-0.133333333,-0.029468109,0.723092105,0.003958333
2021-04-08 02:15:00+00:00,-0.066666667,-0.133333333,-0.029468109,0.731008772,0.003958333
2021-04-08 02:30:00+00:00,-0.333333333,-0.666666667,-0.124822222,0.770592105,0.019791667
2021-04-08 02:45:00+00:00,-0.066666667,-0.133333333,-0.0197,0.778508772,0.003958333
2021-04-08 03:00:00+00:00,-0.2,-0.4,-0.043416658,0.802258772,0.011875
2021-04-08 03:15:00+00:00,0.0,0.0,0.0,0.802258772,0.0
2021-04-08 03:30:00+00:00,0.0,0.0,0.0,0.802258772,0.0
2021-04-08 03:45:00+00:00,0.733333333,1.466666667,0.605903359,0.705767544,0.048245614
2021-04-08 04:00:00+00:00,-0.4,-0.8,-0.168956998,0.753267544,0.02375
2021-04-08 04:15:00+00:00,0.466666667,0.933333333,0.396450125,0.691864035,0.030701754
2021-04-08 04:30:00+00:00,1.0,2.0,0.90928102,0.560285088,0.065789474
2021-04-08 04:45:00+00:00,0.6,1.2,0.626977974,0.481337719,0.039473684
2021-04-08 05:00:00+00:00,-0.933333333,-1.866666667,-0.59634453,0.592171053,0.055416667
2021-04-08 05:15:00+00:00,0.666666667,1.333333333,0.665646725,0.504451754,0.043859649
2021-04-08 05:30:00+00:00,1.0,2.0,1.302856033,0.372872807,0.065789474
2021-04-08 05:45:00+00:00,1.0,2.0,2.359423994,0.24129386,0.065789474
2021-04-08 06:00:00+00:00,1.0,2.0,4.323106939,0.109714912,0.065789474
2021-04-08 06:15:00+00:00,0.0,0.0,0.250323356,0.108004386,0.016688596
2021-04-08 06:30:00+00:00,-0.005833333,-0.011666667,0.064141709,0.107916667,0.007960526
2021-04-08 06:45:00+00:00,-0.066666667,-0.133333333,-0.224522222,0.115833333,0.003958333
2021-04-08 07:00:00+00:00,0.066666667,0.133333333,0.375612162,0.107061404,0.004385965
2021-04-08 07:15:00+00:00,-0.133333333,-0.266666667,-0.449044444,0.122894737,0.007916667
2021-04-08 07:30:00+00:00,-0.4,-0.8,-0.496077784,0.170394737,0.02375
2021-04-08 07:45:00+00:00,-0.8,-1.6,-0.676479402,0.265394737,0.0475
2021-04-08 08:00:00+00:00,0.0,0.0,0.0,0.265394737,0.0
2021-04-08 08:15:00+00:00,-0.666666667,-1.333333333,-0.508472402,0.344561404,0.039583333
2021-04-08 08:30:00+00:00,-1.0,-2.0,-0.702731487,0.463311404,0.059375
2021-04-08 08:45:00+00:00,-0.6,-1.2,-0.393808508,0.534561404,0.035625
2021-04-08 09:00:00+00:00,0.133333333,0.266666667,0.164237254,0.516162281,0.017116228
2021-04-08 09:15:00+00:00,-0.333333333,-0.666666667,-0.213970152,0.555745614,0.019791667
2021-04-08 09:30:00+00:00,-0.933333333,-1.866666667,-0.54737672,0.666578947,0.055416667
2021-04-08 09:45:00+00:00,-1.0,-2.0,-0.419894108,0.785328947,0.059375
2021-04-08 10:00:00+00:00,-0.133333333,-0.266666667,-0.026846526,0.801162281,0.007916667
2021-04-08 10:15:00+00:00,-0.133333333,-0.266666667,-0.015555556,0.816995614,0.007916667
2021-04-08 10:30:00+00:00,-0.533333333,-1.066666667,0.085137259,0.880328947,0.031666667
2021-04-08 10:45:00+00:00,-0.16565097,-0.331301939,0.097179036,0.9,0.009835526
2021-04-08 11:00:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 11:15:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 11:30:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 11:45:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 12:00:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 12:15:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 12:30:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 12:45:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 13:00:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 13:15:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 13:30:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 13:45:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 14:00:00+00:00,0.066666667,0.133333333,0.047111111,0.89122807,0.004385965
2021-04-08 14:15:00+00:00,0.066666667,0.133333333,0.04796593,0.88245614,0.004385965
2021-04-08 14:30:00+00:00,0.0,0.0,0.0,0.88245614,0.0
2021-04-08 14:45:00+00:00,0.066666667,0.133333333,0.048745982,0.873684211,0.004385965
2021-04-08 15:00:00+00:00,-0.221606648,-0.443213296,0.110616643,0.9,0.013157895
2021-04-08 15:15:00+00:00,0.066666667,0.133333333,0.047111111,0.89122807,0.004385965
2021-04-08 15:30:00+00:00,0.0,0.0,0.0,0.89122807,0.0
2021-04-08 15:45:00+00:00,0.0,0.0,0.0,0.89122807,0.0
2021-04-08 16:00:00+00:00,-0.073868883,-0.147737765,0.046441905,0.9,0.004385965
2021-04-08 16:15:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 16:30:00+00:00,0.0,0.0,0.0,0.9,0.0
2021-04-08 16:45:00+00:00,0.133333333,0.266666667,0.095077041,0.88245614,0.00877193
2021-04-08 17:00:00+00:00,0.0,0.0,0.0,0.88245614,0.0
2021-04-08 17:15:00+00:00,0.333333333,0.666666667,0.248242292,0.838596491,0.021929825
2021-04-08 17:30:00+00:00,0.4,0.8,0.312920138,0.785964912,0.026315789
2021-04-08 17:45:00+00:00,1.0,2.0,0.848284967,0.654385965,0.065789474
2021-04-08 18:00:00+00:00,0.0,0.0,0.0,0.654385965,0.0
2021-04-08 18:15:00+00:00,0.0,0.0,0.0,0.654385965,0.0
2021-04-08 18:30:00+00:00,0.666666667,1.333333333,0.613673246,0.566666667,0.043859649
2021-04-08 18:45:00+00:00,0.066666667,0.133333333,0.064524794,0.557894737,0.004385965
2021-04-08 19:00:00+00:00,-0.8,-1.6,-0.473345796,0.652894737,0.0475
2021-04-08 19:15:00+00:00,0.266666667,0.533333333,0.310647729,0.615241228,0.042576754
2021-04-08 19:30:00+00:00,-0.066666667,-0.133333333,-0.038385287,0.623157895,0.003958333
2021-04-08 19:45:00+00:00,-0.2,-0.4,-0.113286569,0.646907895,0.011875
2021-04-08 20:00:00+00:00,-0.2,-0.4,-0.042175585,0.668092105,0.036907895
2021-04-08 20:15:00+00:00,-0.2,-0.4,-0.102645069,0.691842105,0.011875
2021-04-08 20:30:00+00:00,0.066666667,0.133333333,0.058045884,0.683070175,0.004385965
2021-04-08 20:45:00+00:00,-0.133333333,-0.266666667,-0.066833645,0.698903509,0.007916667
2021-04-08 21:00:00+00:00,0.0,0.0,0.0,0.698903509,0.0
2021-04-08 21:15:00+00:00,0.0,0.0,0.0,0.698903509,0.0
2021-04-08 21:30:00+00:00,-1.0,-2.0,-0.325995878,0.817653509,0.059375
2021-04-08 21:45:00+00:00,0.0,0.0,0.0,0.817653509,0.0
2021-04-08 22:00:00+00:00,-0.466666667,-0.933333333,0.066328204,0.873070175,0.027708333
2021-04-08 22:15:00+00:00,0.0,0.0,0.0,0.873070175,0.0
2021-04-08 22:30:00+00:00,0.0,0.0,0.0,0.873070175,0.0
2021-04-08 22:45:00+00:00,-0.066666667,-0.133333333,0.022049891,0.880986842,0.003958333
2021-04-08 23:00:00+00:00,0.0,0.0,0.0,0.880986842,0.0
2021-04-08 23:15:00+00:00,0.0,0.0,0.0,0.880986842,0.0
2021-04-08 23:30:00+00:00,0.0,0.0,0.0,0.880986842,0.0
2021-04-08 23:45:00+00:00,0.0,0.0,0.0,0.880986842,0.0
2021-04-09 00:00:00+00:00,-0.066666667,-0.133333333,0.027837097,0.888903509,0.003958333
2021-04-09 00:15:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 00:30:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 00:45:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 01:00:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 01:15:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 01:30:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 01:45:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 02:00:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 02:15:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 02:30:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 02:45:00+00:00,0.0,0.0,0.0,0.888903509,0.0
2021-04-09 03:00:00+00:00,-0.066666667,-0.133333333,0.038170312,0.896820175,0.003958333
2021-04-09 03:15:00+00:00,0.0,0.0,0.0,0.896820175,0.0
2021-04-09 03:30:00+00:00,0.0,0.0,0.0,0.896820175,0.0
