Timeinterval Start Loc;Timeinterval End Loc;Isp;Quantity Measurement Unit Name;Afrr Down;Afrr Up;Incident Reserve Down;Incident Reserve Up;Absolute Total Volume;Total Volume
2023-01-01T00:00;2023-01-01T00:15;1;kWh;-23087;0;0;0;23087;-23087
2023-01-01T00:15;2023-01-01T00:30;2;kWh;-12665;0;0;0;12665;-12665
2023-01-01T00:30;2023-01-01T00:45;3;kWh;-6440;0;0;0;6440;-6440
2023-01-01T00:45;2023-01-01T01:00;4;kWh;-6633;0;0;0;6633;-6633
2023-01-01T01:00;2023-01-01T01:15;5;kWh;-77;13593;0;0;13670;13516
2023-01-01T01:15;2023-01-01T01:30;6;kWh;0;19168;0;0;19168;19168
2023-01-01T01:30;2023-01-01T01:45;7;kWh;0;3356;0;0;3356;3356
2023-01-01T01:45;2023-01-01T02:00;8;kWh;0;4916;0;0;4916;4916
2023-01-01T02:00;2023-01-01T02:15;9;kWh;0;17452;0;0;17452;17452
2023-01-01T02:15;2023-01-01T02:30;10;kWh;0;10077;0;0;10077;10077
2023-01-01T02:30;2023-01-01T02:45;11;kWh;0;83;0;0;83;83
2023-01-01T02:45;2023-01-01T03:00;12;kWh;-38;0;0;0;38;-38
2023-01-01T03:00;2023-01-01T03:15;13;kWh;-16981;0;0;0;16981;-16981
2023-01-01T03:15;2023-01-01T03:30;14;kWh;-15106;0;0;0;15106;-15106
2023-01-01T03:30;2023-01-01T03:45;15;kWh;-21388;0;0;0;21388;-21388
2023-01-01T03:45;2023-01-01T04:00;16;kWh;-19038;0;0;0;19038;-19038
2023-01-01T04:00;2023-01-01T04:15;17;kWh;-3008;0;0;0;3008;-3008
2023-01-01T04:15;2023-01-01T04:30;18;kWh;-3005;0;0;0;3005;-3005
2023-01-01T04:30;2023-01-01T04:45;19;kWh;-6754;0;0;0;6754;-6754
2023-01-01T04:45;2023-01-01T05:00;20;kWh;-10071;0;0;0;10071;-10071
2023-01-01T05:00;2023-01-01T05:15;21;kWh;-7011;0;0;0;7011;-7011
2023-01-01T05:15;2023-01-01T05:30;22;kWh;-13569;0;0;0;13569;-13569
2023-01-01T05:30;2023-01-01T05:45;23;kWh;-10232;0;0;0;10232;-10232
2023-01-01T05:45;2023-01-01T06:00;24;kWh;-6669;0;0;0;6669;-6669
2023-01-01T06:00;2023-01-01T06:15;25;kWh;-4533;0;0;0;4533;-4533
2023-01-01T06:15;2023-01-01T06:30;26;kWh;-3919;0;0;0;3919;-3919
2023-01-01T06:30;2023-01-01T06:45;27;kWh;-1270;0;0;0;1270;-1270
2023-01-01T06:45;2023-01-01T07:00;28;kWh;-5423;0;0;0;5423;-5423
2023-01-01T07:00;2023-01-01T07:15;29;kWh;-38354;0;0;0;38354;-38354
2023-01-01T07:15;2023-01-01T07:30;30;kWh;-30021;0;0;0;30021;-30021
2023-01-01T07:30;2023-01-01T07:45;31;kWh;-16291;0;0;0;16291;-16291
2023-01-01T07:45;2023-01-01T08:00;32;kWh;-13971;0;0;0;13971;-13971
2023-01-01T08:00;2023-01-01T08:15;33;kWh;-19200;0;0;0;19200;-19200
2023-01-01T08:15;2023-01-01T08:30;34;kWh;-18951;0;0;0;18951;-18951
2023-01-01T08:30;2023-01-01T08:45;35;kWh;-23951;0;0;0;23951;-23951
2023-01-01T08:45;2023-01-01T09:00;36;kWh;-33223;0;0;0;33223;-33223
2023-01-01T09:00;2023-01-01T09:15;37;kWh;-15402;0;0;0;15402;-15402
2023-01-01T09:15;2023-01-01T09:30;38;kWh;-5178;0;0;0;5178;-5178
2023-01-01T09:30;2023-01-01T09:45;39;kWh;-537;0;0;0;537;-537
2023-01-01T09:45;2023-01-01T10:00;40;kWh;-707;0;0;0;707;-707
2023-01-01T10:00;2023-01-01T10:15;41;kWh;-5292;9;0;0;5301;-5283
2023-01-01T10:15;2023-01-01T10:30;42;kWh;-3731;0;0;0;3731;-3731
2023-01-01T10:30;2023-01-01T10:45;43;kWh;-8884;0;0;0;8884;-8884
2023-01-01T10:45;2023-01-01T11:00;44;kWh;-15197;0;0;0;15197;-15197
2023-01-01T11:00;2023-01-01T11:15;45;kWh;-16234;0;0;0;16234;-16234
2023-01-01T11:15;2023-01-01T11:30;46;kWh;-18883;0;0;0;18883;-18883
2023-01-01T11:30;2023-01-01T11:45;47;kWh;-25091;0;0;0;25091;-25091
2023-01-01T11:45;2023-01-01T12:00;48;kWh;-20461;0;0;0;20461;-20461
2023-01-01T12:00;2023-01-01T12:15;49;kWh;-10840;0;0;0;10840;-10840
2023-01-01T12:15;2023-01-01T12:30;50;kWh;-3370;0;0;0;3370;-3370
2023-01-01T12:30;2023-01-01T12:45;51;kWh;0;0;0;0;0;0
2023-01-01T12:45;2023-01-01T13:00;52;kWh;-467;0;0;0;467;-467
2023-01-01T13:00;2023-01-01T13:15;53;kWh;-3815;0;0;0;3815;-3815
2023-01-01T13:15;2023-01-01T13:30;54;kWh;-1420;0;0;0;1420;-1420
2023-01-01T13:30;2023-01-01T13:45;55;kWh;-3001;0;0;0;3001;-3001
2023-01-01T13:45;2023-01-01T14:00;56;kWh;-11;870;0;0;881;859
2023-01-01T14:00;2023-01-01T14:15;57;kWh;-11230;120;0;0;11350;-11110
2023-01-01T14:15;2023-01-01T14:30;58;kWh;-7612;0;0;0;7612;-7612
2023-01-01T14:30;2023-01-01T14:45;59;kWh;0;2980;0;0;2980;2980
2023-01-01T14:45;2023-01-01T15:00;60;kWh;0;14598;0;0;14598;14598
2023-01-01T15:00;2023-01-01T15:15;61;kWh;-94;816;0;0;910;722
2023-01-01T15:15;2023-01-01T15:30;62;kWh;-88;0;0;0;88;-88
2023-01-01T15:30;2023-01-01T15:45;63;kWh;0;6758;0;0;6758;6758
2023-01-01T15:45;2023-01-01T16:00;64;kWh;0;17802;0;0;17802;17802
2023-01-01T16:00;2023-01-01T16:15;65;kWh;-778;246;0;0;1024;-532
