Timeinterval Start Loc;Timeinterval End Loc;Isp;Quantity Measurement Unit Name;Afrr Down;Afrr Up;Incident Reserve Down;Incident Reserve Up;Absolute Total Volume;Total Volume
2018-01-01T00:00;2018-01-01T00:15;1;kWh;-6633;8613;0;0;15246;1980
2018-01-01T00:15;2018-01-01T00:30;2;kWh;-36;4790;0;0;4826;4754
2018-01-01T00:30;2018-01-01T00:45;3;kWh;0;0;0;0;0;0
2018-01-01T00:45;2018-01-01T01:00;4;kWh;0;0;0;0;0;0
2018-01-01T01:00;2018-01-01T01:15;5;kWh;0;0;0;0;0;0
2018-01-01T01:15;2018-01-01T01:30;6;kWh;0;755;0;0;755;755
2018-01-01T01:30;2018-01-01T01:45;7;kWh;0;0;0;0;0;0
2018-01-01T01:45;2018-01-01T02:00;8;kWh;-3908;0;0;0;3908;-3908
2018-01-01T02:00;2018-01-01T02:15;9;kWh;-2511;1059;0;0;3570;-1452
2018-01-01T02:15;2018-01-01T02:30;10;kWh;0;2039;0;0;2039;2039
2018-01-01T02:30;2018-01-01T02:45;11;kWh;0;8026;0;0;8026;8026
2018-01-01T02:45;2018-01-01T03:00;12;kWh;-4318;1736;0;0;6054;-2582
2018-01-01T03:00;2018-01-01T03:15;13;kWh;-1304;4086;0;0;5390;2782
2018-01-01T03:15;2018-01-01T03:30;14;kWh;0;22858;0;0;22858;22858
2018-01-01T03:30;2018-01-01T03:45;15;kWh;-133;6578;0;0;6711;6445
2018-01-01T03:45;2018-01-01T04:00;16;kWh;-2454;0;0;0;2454;-2454
2018-01-01T04:00;2018-01-01T04:15;17;kWh;-1556;4441;0;0;5997;2885
2018-01-01T04:15;2018-01-01T04:30;18;kWh;0;6676;0;0;6676;6676
2018-01-01T04:30;2018-01-01T04:45;19;kWh;0;517;0;0;517;517
2018-01-01T04:45;2018-01-01T05:00;20;kWh;0;3993;0;0;3993;3993
2018-01-01T05:00;2018-01-01T05:15;21;kWh;0;249;0;0;249;249
2018-01-01T05:15;2018-01-01T05:30;22;kWh;0;0;0;0;0;0
2018-01-01T05:30;2018-01-01T05:45;23;kWh;0;670;0;0;670;670
2018-01-01T05:45;2018-01-01T06:00;24;kWh;0;11894;0;0;11894;11894
2018-01-01T06:00;2018-01-01T06:15;25;kWh;0;7996;0;0;7996;7996
2018-01-01T06:15;2018-01-01T06:30;26;kWh;0;17733;0;0;17733;17733
2018-01-01T06:30;2018-01-01T06:45;27;kWh;0;29747;0;0;29747;29747
2018-01-01T06:45;2018-01-01T07:00;28;kWh;0;36957;0;0;36957;36957
2018-01-01T07:00;2018-01-01T07:15;29;kWh;0;12254;0;0;12254;12254
2018-01-01T07:15;2018-01-01T07:30;30;kWh;0;3940;0;0;3940;3940
2018-01-01T07:30;2018-01-01T07:45;31;kWh;0;26058;0;0;26058;26058
2018-01-01T07:45;2018-01-01T08:00;32;kWh;0;26339;0;0;26339;26339
2018-01-01T08:00;2018-01-01T08:15;33;kWh;-10629;9910;0;0;20539;-719
2018-01-01T08:15;2018-01-01T08:30;34;kWh;-21;13022;0;0;13043;13001
2018-01-01T08:30;2018-01-01T08:45;35;kWh;-9155;3013;0;0;12168;-6142
2018-01-01T08:45;2018-01-01T09:00;36;kWh;-30341;0;0;0;30341;-30341
2018-01-01T09:00;2018-01-01T09:15;37;kWh;-57815;0;0;0;57815;-57815
2018-01-01T09:15;2018-01-01T09:30;38;kWh;-54696;0;0;0;54696;-54696
2018-01-01T09:30;2018-01-01T09:45;39;kWh;-55867;0;0;0;55867;-55867
2018-01-01T09:45;2018-01-01T10:00;40;kWh;-55474;0;0;0;55474;-55474
2018-01-01T10:00;2018-01-01T10:15;41;kWh;-40959;0;0;0;40959;-40959
2018-01-01T10:15;2018-01-01T10:30;42;kWh;-44779;0;0;0;44779;-44779
2018-01-01T10:30;2018-01-01T10:45;43;kWh;-34704;0;0;0;34704;-34704
2018-01-01T10:45;2018-01-01T11:00;44;kWh;-17516;0;0;0;17516;-17516
2018-01-01T11:00;2018-01-01T11:15;45;kWh;-121;0;0;0;121;-121
2018-01-01T11:15;2018-01-01T11:30;46;kWh;-1300;0;0;0;1300;-1300
2018-01-01T11:30;2018-01-01T11:45;47;kWh;-161;0;0;0;161;-161
2018-01-01T11:45;2018-01-01T12:00;48;kWh;0;0;0;0;0;0
2018-01-01T12:00;2018-01-01T12:15;49;kWh;-21841;0;0;0;21841;-21841
2018-01-01T12:15;2018-01-01T12:30;50;kWh;-46433;0;0;0;46433;-46433
2018-01-01T12:30;2018-01-01T12:45;51;kWh;-8175;0;0;0;8175;-8175
2018-01-01T12:45;2018-01-01T13:00;52;kWh;0;0;0;0;0;0
2018-01-01T13:00;2018-01-01T13:15;53;kWh;0;0;0;0;0;0
2018-01-01T13:15;2018-01-01T13:30;54;kWh;0;1213;0;0;1213;1213
2018-01-01T13:30;2018-01-01T13:45;55;kWh;0;38318;0;0;38318;38318
2018-01-01T13:45;2018-01-01T14:00;56;kWh;0;36597;0;0;36597;36597
2018-01-01T14:00;2018-01-01T14:15;57;kWh;-3040;11415;0;0;14455;8375
2018-01-01T14:15;2018-01-01T14:30;58;kWh;0;0;0;0;0;0
2018-01-01T14:30;2018-01-01T14:45;59;kWh;0;0;0;0;0;0
2018-01-01T14:45;2018-01-01T15:00;60;kWh;0;8269;0;0;8269;8269
2018-01-01T15:00;2018-01-01T15:15;61;kWh;-52;2815;0;0;2867;2763
2018-01-01T15:15;2018-01-01T15:30;62;kWh;0;0;0;0;0;0
2018-01-01T15:30;2018-01-01T15:45;63;kWh;0;5031;0;0;5031;5031
2018-01-01T15:45;2018-01-01T16:00;64;kWh;0;32541;0;0;32541;32541
2018-01-01T16:00;2018-01-01T16:15;65;kWh;-6437;8433;0;0;14870;1996
2018-01-01T16:15;2018-01-01T16:30;66;kWh;-66;0;0;0;66;-66
2018-01-01T16:30;2018-01-01T16:45;67;kWh;0;680;0;0;680;680
2018-01-01T16:45;2018-01-01T17:00;68;kWh;0;31623;0;0;31623;31623
2018-01-01T17:00;2018-01-01T17:15;69;kWh;-1808;6379;0;0;8187;4571
2018-01-01T17:15;2018-01-01T17:30;70;kWh;0;73;0;0;73;73
2018-01-01T17:30;2018-01-01T17:45;71;kWh;0;20492;0;0;20492;20492
2018-01-01T17:45;2018-01-01T18:00;72;kWh;0;22496;0;0;22496;22496
2018-01-01T18:00;2018-01-01T18:15;73;kWh;-13380;7914;0;0;21294;-5466
