Timeinterval Start Loc;Timeinterval End Loc;Isp;Quantity Measurement Unit Name;Afrr Down;Afrr Up;Incident Reserve Down;Incident Reserve Up;Absolute Total Volume;Total Volume
2024-01-01T00:00;2024-01-01T00:15;1;kWh;-3235;3196;0;0;6431;-39
2024-01-01T00:15;2024-01-01T00:30;2;kWh;0;2927;0;0;2927;2927
2024-01-01T00:30;2024-01-01T00:45;3;kWh;0;1863;0;0;1863;1863
2024-01-01T00:45;2024-01-01T01:00;4;kWh;0;1892;0;0;1892;1892
2024-01-01T01:00;2024-01-01T01:15;5;kWh;0;12778;0;0;12778;12778
2024-01-01T01:15;2024-01-01T01:30;6;kWh;-210;7630;0;0;7840;7420
2024-01-01T01:30;2024-01-01T01:45;7;kWh;-395;3469;0;0;3864;3074
2024-01-01T01:45;2024-01-01T02:00;8;kWh;-1891;6194;0;0;8085;4303
2024-01-01T02:00;2024-01-01T02:15;9;kWh;-5079;12310;0;0;17389;7231
2024-01-01T02:15;2024-01-01T02:30;10;kWh;-4;6334;0;0;6338;6330
2024-01-01T02:30;2024-01-01T02:45;11;kWh;-319;0;0;0;319;-319
2024-01-01T02:45;2024-01-01T03:00;12;kWh;-350;9805;0;0;10155;9455
2024-01-01T03:00;2024-01-01T03:15;13;kWh;0;2214;0;0;2214;2214
2024-01-01T03:15;2024-01-01T03:30;14;kWh;0;192;0;0;192;192
2024-01-01T03:30;2024-01-01T03:45;15;kWh;-1109;0;0;0;1109;-1109
2024-01-01T03:45;2024-01-01T04:00;16;kWh;-5928;562;0;0;6490;-5366
2024-01-01T04:00;2024-01-01T04:15;17;kWh;-5987;2986;0;0;8973;-3001
2024-01-01T04:15;2024-01-01T04:30;18;kWh;0;0;0;0;0;0
2024-01-01T04:30;2024-01-01T04:45;19;kWh;-202;947;0;0;1149;745
2024-01-01T04:45;2024-01-01T05:00;20;kWh;-394;3;0;0;397;-391
2024-01-01T05:00;2024-01-01T05:15;21;kWh;-7;0;0;0;7;-7
2024-01-01T05:15;2024-01-01T05:30;22;kWh;-1435;0;0;0;1435;-1435
2024-01-01T05:30;2024-01-01T05:45;23;kWh;-909;0;0;0;909;-909
2024-01-01T05:45;2024-01-01T06:00;24;kWh;-707;0;0;0;707;-707
2024-01-01T06:00;2024-01-01T06:15;25;kWh;-610;659;0;0;1269;49
2024-01-01T06:15;2024-01-01T06:30;26;kWh;0;0;0;0;0;0
2024-01-01T06:30;2024-01-01T06:45;27;kWh;0;3648;0;0;3648;3648
2024-01-01T06:45;2024-01-01T07:00;28;kWh;0;15125;0;0;15125;15125
2024-01-01T07:00;2024-01-01T07:15;29;kWh;0;3012;0;0;3012;3012
2024-01-01T07:15;2024-01-01T07:30;30;kWh;-180;1097;0;0;1277;917
2024-01-01T07:30;2024-01-01T07:45;31;kWh;-780;0;0;0;780;-780
2024-01-01T07:45;2024-01-01T08:00;32;kWh;0;29;0;0;29;29
2024-01-01T08:00;2024-01-01T08:15;33;kWh;-12405;131;0;0;12536;-12274
2024-01-01T08:15;2024-01-01T08:30;34;kWh;-10799;0;0;0;10799;-10799
2024-01-01T08:30;2024-01-01T08:45;35;kWh;-6333;0;0;0;6333;-6333
2024-01-01T08:45;2024-01-01T09:00;36;kWh;-15875;0;0;0;15875;-15875
2024-01-01T09:00;2024-01-01T09:15;37;kWh;-5185;0;0;0;5185;-5185
2024-01-01T09:15;2024-01-01T09:30;38;kWh;0;0;0;0;0;0
2024-01-01T09:30;2024-01-01T09:45;39;kWh;-44;0;0;0;44;-44
2024-01-01T09:45;2024-01-01T10:00;40;kWh;-2897;0;0;0;2897;-2897
