Timeinterval Start Loc;Timeinterval End Loc;Isp;Quantity Measurement Unit Name;Afrr Down;Afrr Up;Incident Reserve Down;Incident Reserve Up;Absolute Total Volume;Total Volume
2019-01-01T00:00;2019-01-01T00:15;1;kWh;-21042;2870;0;0;23912;-18172
2019-01-01T00:15;2019-01-01T00:30;2;kWh;-14054;0;0;0;14054;-14054
2019-01-01T00:30;2019-01-01T00:45;3;kWh;-6875;0;0;0;6875;-6875
2019-01-01T00:45;2019-01-01T01:00;4;kWh;-12111;0;0;0;12111;-12111
2019-01-01T01:00;2019-01-01T01:15;5;kWh;-6367;0;0;0;6367;-6367
2019-01-01T01:15;2019-01-01T01:30;6;kWh;-3589;0;0;0;3589;-3589
2019-01-01T01:30;2019-01-01T01:45;7;kWh;-18425;0;0;0;18425;-18425
2019-01-01T01:45;2019-01-01T02:00;8;kWh;-47143;0;0;0;47143;-47143
2019-01-01T02:00;2019-01-01T02:15;9;kWh;-23394;6954;0;0;30348;-16440
2019-01-01T02:15;2019-01-01T02:30;10;kWh;-1034;913;0;0;1947;-121
2019-01-01T02:30;2019-01-01T02:45;11;kWh;-14820;0;0;0;14820;-14820
2019-01-01T02:45;2019-01-01T03:00;12;kWh;-35437;0;0;0;35437;-35437
2019-01-01T03:00;2019-01-01T03:15;13;kWh;-17412;104;0;0;17516;-17308
2019-01-01T03:15;2019-01-01T03:30;14;kWh;-1;8;0;0;9;7
2019-01-01T03:30;2019-01-01T03:45;15;kWh;-15937;0;0;0;15937;-15937
2019-01-01T03:45;2019-01-01T04:00;16;kWh;-41166;0;0;0;41166;-41166
2019-01-01T04:00;2019-01-01T04:15;17;kWh;-32407;0;0;0;32407;-32407
2019-01-01T04:15;2019-01-01T04:30;18;kWh;-28922;0;0;0;28922;-28922
2019-01-01T04:30;2019-01-01T04:45;19;kWh;-37810;0;0;0;37810;-37810
2019-01-01T04:45;2019-01-01T05:00;20;kWh;-62854;0;0;0;62854;-62854
2019-01-01T05:00;2019-01-01T05:15;21;kWh;-18853;0;0;0;18853;-18853
2019-01-01T05:15;2019-01-01T05:30;22;kWh;-41830;0;0;0;41830;-41830
2019-01-01T05:30;2019-01-01T05:45;23;kWh;-51220;0;0;0;51220;-51220
2019-01-01T05:45;2019-01-01T06:00;24;kWh;-61502;0;0;0;61502;-61502
2019-01-01T06:00;2019-01-01T06:15;25;kWh;-25743;0;0;0;25743;-25743
2019-01-01T06:15;2019-01-01T06:30;26;kWh;-32409;0;0;0;32409;-32409
2019-01-01T06:30;2019-01-01T06:45;27;kWh;-39021;0;0;0;39021;-39021
2019-01-01T06:45;2019-01-01T07:00;28;kWh;-37778;0;0;0;37778;-37778
2019-01-01T07:00;2019-01-01T07:15;29;kWh;-40587;0;0;0;40587;-40587
2019-01-01T07:15;2019-01-01T07:30;30;kWh;-51702;0;0;0;51702;-51702
2019-01-01T07:30;2019-01-01T07:45;31;kWh;-52588;0;0;0;52588;-52588
2019-01-01T07:45;2019-01-01T08:00;32;kWh;-27996;0;0;0;27996;-27996
2019-01-01T08:00;2019-01-01T08:15;33;kWh;-48742;0;0;0;48742;-48742
2019-01-01T08:15;2019-01-01T08:30;34;kWh;-52950;0;0;0;52950;-52950
2019-01-01T08:30;2019-01-01T08:45;35;kWh;-40439;0;0;0;40439;-40439
2019-01-01T08:45;2019-01-01T09:00;36;kWh;-49120;0;0;0;49120;-49120
2019-01-01T09:00;2019-01-01T09:15;37;kWh;-11812;1601;0;0;13413;-10211
2019-01-01T09:15;2019-01-01T09:30;38;kWh;0;0;0;0;0;0
2019-01-01T09:30;2019-01-01T09:45;39;kWh;0;9723;0;0;9723;9723
2019-01-01T09:45;2019-01-01T10:00;40;kWh;0;68347;0;0;68347;68347
2019-01-01T10:00;2019-01-01T10:15;41;kWh;0;92386;0;0;92386;92386
2019-01-01T10:15;2019-01-01T10:30;42;kWh;0;91806;0;0;96806;96806
2019-01-01T10:30;2019-01-01T10:45;43;kWh;0;32143;0;0;32143;32143
2019-01-01T10:45;2019-01-01T11:00;44;kWh;0;92114;0;0;92114;92114
2019-01-01T11:00;2019-01-01T11:15;45;kWh;0;101594;0;0;101594;101594
2019-01-01T11:15;2019-01-01T11:30;46;kWh;0;92312;0;0;96062;96062
2019-01-01T11:30;2019-01-01T11:45;47;kWh;0;58429;0;0;62179;62179
2019-01-01T11:45;2019-01-01T12:00;48;kWh;0;57908;0;0;57908;57908
2019-01-01T12:00;2019-01-01T12:15;49;kWh;0;34626;0;0;34626;34626
2019-01-01T12:15;2019-01-01T12:30;50;kWh;0;13326;0;0;13326;13326
2019-01-01T12:30;2019-01-01T12:45;51;kWh;0;44666;0;0;44666;44666
2019-01-01T12:45;2019-01-01T13:00;52;kWh;0;31014;0;0;31014;31014
2019-01-01T13:00;2019-01-01T13:15;53;kWh;-8829;5531;0;0;14360;-3298
2019-01-01T13:15;2019-01-01T13:30;54;kWh;-7149;76;0;0;7225;-7073
2019-01-01T13:30;2019-01-01T13:45;55;kWh;-10884;0;0;0;10884;-10884
