,market_position,shortage_price,surplus_price
2021-07-28 17:15:00+00:00,0.40498615,-79.1,-79.1
2021-07-28 17:30:00+00:00,0.0,82.75,-25.06
2021-07-28 17:45:00+00:00,-0.066666667,54.14,54.14
2021-07-28 18:00:00+00:00,0.081071099,-74.89,-74.89
2021-07-28 18:15:00+00:00,0.0,-59.78,-59.78
2021-07-28 18:30:00+00:00,0.007202216,-22.07,-22.07
2021-07-28 18:45:00+00:00,-0.666666667,83.87,83.87
2021-07-28 19:00:00+00:00,0.466666667,46.26,46.26
2021-07-28 19:15:00+00:00,0.0,80.93,80.93
2021-07-28 19:30:00+00:00,-0.133333333,53.75,53.75
2021-07-28 19:45:00+00:00,-0.066666667,53.75,53.75
2021-07-28 20:00:00+00:00,-0.933333333,82.65,82.65
2021-07-28 20:15:00+00:00,0.133333333,60.75,60.75
2021-07-28 20:30:00+00:00,0.0,65.25,65.25
2021-07-28 20:45:00+00:00,0.2,-22.07,-22.07
2021-07-28 21:00:00+00:00,0.266666667,80.82,-136.97
2021-07-28 21:15:00+00:00,0.266666667,44.07,44.07
2021-07-28 21:30:00+00:00,0.725946445,-46.76,-46.76
2021-07-28 21:45:00+00:00,0.0,57.5,57.5
2021-07-28 22:00:00+00:00,-0.2,51.87,51.87
2021-07-28 22:15:00+00:00,0.228808864,-97.28,-97.28
2021-07-28 22:30:00+00:00,0.0,-97.28,-97.28
2021-07-28 22:45:00+00:00,0.0,-97.28,-97.28
2021-07-28 23:00:00+00:00,-0.266666667,75.43,75.43
2021-07-28 23:15:00+00:00,-0.133333333,25.07,25.07
2021-07-28 23:30:00+00:00,0.317082179,74.72,-6.99
2021-07-28 23:45:00+00:00,-0.133333333,74.89,56.23
2021-07-29 00:00:00+00:00,0.295475531,-59.78,-59.78
2021-07-29 00:15:00+00:00,0.0,-14.02,-14.02
2021-07-29 00:30:00+00:00,0.0,-19.03,-19.03
2021-07-29 00:45:00+00:00,0.0,-12.51,-12.51
2021-07-29 01:00:00+00:00,0.0,-7.05,-7.05
2021-07-29 01:15:00+00:00,0.0,-20.28,-20.28
2021-07-29 01:30:00+00:00,0.0,-9.2,-9.2
2021-07-29 01:45:00+00:00,0.0,73.66,-0.14
2021-07-29 02:00:00+00:00,-0.4,80.03,80.03
2021-07-29 02:15:00+00:00,-0.8,103.04,103.04
2021-07-29 02:30:00+00:00,-0.266666667,78.53,78.53
2021-07-29 02:45:00+00:00,0.6,51.87,51.87
2021-07-29 03:00:00+00:00,0.066666667,56.22,56.22
2021-07-29 03:15:00+00:00,0.0,56.22,56.22
2021-07-29 03:30:00+00:00,0.066666667,56.23,56.23
2021-07-29 03:45:00+00:00,0.0,56.22,56.22
2021-07-29 04:00:00+00:00,0.666666667,-35.78,-35.78
2021-07-29 04:15:00+00:00,0.22511542,-27.64,-27.64
2021-07-29 04:30:00+00:00,-0.133333333,73.45,56.87
2021-07-29 04:45:00+00:00,0.133333333,-22.28,-22.28
2021-07-29 05:00:00+00:00,0.0,56.87,-21.13
2021-07-29 05:15:00+00:00,0.014404432,-70.28,-70.28
2021-07-29 05:30:00+00:00,0.0,-36.16,-36.16
2021-07-29 05:45:00+00:00,0.0,-91.14,-91.14
2021-07-29 06:00:00+00:00,0.0,-17.75,-17.75
2021-07-29 06:15:00+00:00,0.0,-43.75,-43.75
2021-07-29 06:30:00+00:00,0.0,-52.45,-52.45
2021-07-29 06:45:00+00:00,0.0,-104.36,-104.36
2021-07-29 07:00:00+00:00,0.0,-15.81,-15.81
2021-07-29 07:15:00+00:00,0.0,-20.32,-20.32
2021-07-29 07:30:00+00:00,0.0,-97.28,-97.28
2021-07-29 07:45:00+00:00,0.0,-109.71,-109.71
2021-07-29 08:00:00+00:00,-0.066666667,18.98,18.98
2021-07-29 08:15:00+00:00,0.088273315,-9.63,-9.63
2021-07-29 08:30:00+00:00,0.0,-9.63,-9.63
2021-07-29 08:45:00+00:00,0.0,-195.7,-195.7
2021-07-29 09:00:00+00:00,0.0,14.1,14.1
2021-07-29 09:15:00+00:00,0.0,0.37,0.37
2021-07-29 09:30:00+00:00,0.007202216,0.37,0.37
2021-07-29 09:45:00+00:00,0.0,0.37,0.37
2021-07-29 10:00:00+00:00,-0.066666667,0.37,0.37
2021-07-29 10:15:00+00:00,0.066666667,13.87,13.87
2021-07-29 10:30:00+00:00,0.0,9.37,9.37
2021-07-29 10:45:00+00:00,0.014404432,-9.59,-9.59
2021-07-29 11:00:00+00:00,0.0,-8.77,-8.77
2021-07-29 11:15:00+00:00,0.0,-14.56,-14.56
2021-07-29 11:30:00+00:00,0.0,-174.95,-174.95
2021-07-29 11:45:00+00:00,0.0,-174.95,-174.95
2021-07-29 12:00:00+00:00,0.0,-208.86,-208.86
2021-07-29 12:15:00+00:00,0.0,-208.86,-208.86
2021-07-29 12:30:00+00:00,0.0,-178.86,-178.86
2021-07-29 12:45:00+00:00,0.0,-208.86,-208.86
2021-07-29 13:00:00+00:00,0.0,-97.08,-97.08
2021-07-29 13:15:00+00:00,0.0,-201.09,-201.09
2021-07-29 13:30:00+00:00,0.0,-171.09,-171.09
2021-07-29 13:45:00+00:00,0.0,14.08,-122.84
2021-07-29 14:00:00+00:00,0.0,83.6,-32.09
2021-07-29 14:15:00+00:00,0.007202216,-32.09,-32.09
2021-07-29 14:30:00+00:00,0.0,-22.09,-22.09
2021-07-29 14:45:00+00:00,0.0,-32.09,-32.09
2021-07-29 15:00:00+00:00,0.0,-14.78,-14.78
2021-07-29 15:15:00+00:00,0.007202216,73.11,-97.28
2021-07-29 15:30:00+00:00,0.007202216,-71.77,-71.77
2021-07-29 15:45:00+00:00,0.014404432,-14.78,-14.78
2021-07-29 16:00:00+00:00,0.0,-95.02,-95.02
2021-07-29 16:15:00+00:00,0.0,-32.28,-32.28
2021-07-29 16:30:00+00:00,0.0,78.68,78.68
2021-07-29 16:45:00+00:00,0.0,78.68,78.68
2021-07-29 17:00:00+00:00,0.0,-78.65,-78.65
2021-07-29 17:15:00+00:00,0.0,61.46,61.46
2021-07-29 17:30:00+00:00,-0.066666667,79.96,79.96
2021-07-29 17:45:00+00:00,-0.133333333,79.96,79.96
2021-07-29 18:00:00+00:00,0.221606648,-14.57,-14.57
2021-07-29 18:15:00+00:00,-0.666666667,80.14,80.14
2021-07-29 18:30:00+00:00,-0.666666667,80.14,80.14
2021-07-29 18:45:00+00:00,-0.866666667,104.37,104.37
2021-07-29 19:00:00+00:00,-0.866666667,115.23,115.23
2021-07-29 19:15:00+00:00,-0.733333333,115.23,115.23
2021-07-29 19:30:00+00:00,-0.4,115.23,115.23
2021-07-29 19:45:00+00:00,0.0,104.73,104.73
2021-07-29 20:00:00+00:00,0.0,100.32,100.32
2021-07-29 20:15:00+00:00,0.066666667,79.31,79.31
2021-07-29 20:30:00+00:00,0.066666667,79.31,79.31
2021-07-29 20:45:00+00:00,0.0,79.82,79.82
2021-07-29 21:00:00+00:00,-0.266666667,112.55,112.55
2021-07-29 21:15:00+00:00,0.266666667,60.0,60.0
2021-07-29 21:30:00+00:00,1.0,-32.28,-32.28
2021-07-29 21:45:00+00:00,1.0,-32.28,-32.28
2021-07-29 22:00:00+00:00,0.666666667,67.0,67.0
2021-07-29 22:15:00+00:00,0.066666667,76.56,76.56
2021-07-29 22:30:00+00:00,0.933333333,-15.85,-15.85
2021-07-29 22:45:00+00:00,0.896952909,-84.24,-84.24
2021-07-29 23:00:00+00:00,-0.266666667,83.87,57.68
2021-07-29 23:15:00+00:00,-0.666666667,80.2,80.2
2021-07-29 23:30:00+00:00,-0.266666667,75.28,75.28
2021-07-29 23:45:00+00:00,0.4,60.7,60.7
2021-07-30 00:00:00+00:00,-1.0,88.56,88.56
2021-07-30 00:15:00+00:00,-0.533333333,88.56,88.56
2021-07-30 00:30:00+00:00,0.0,83.56,83.56
2021-07-30 00:45:00+00:00,0.266666667,48.25,48.25
2021-07-30 01:00:00+00:00,0.933333333,-0.34,-0.34
2021-07-30 01:15:00+00:00,0.0,80.78,80.78
2021-07-30 01:30:00+00:00,0.8,-7.88,-7.88
2021-07-30 01:45:00+00:00,0.333333333,54.66,54.66
2021-07-30 02:00:00+00:00,0.309695291,-5.57,-5.57
2021-07-30 02:15:00+00:00,-0.333333333,80.89,75.29
2021-07-30 02:30:00+00:00,0.133333333,60.7,60.7
2021-07-30 02:45:00+00:00,0.0,53.33,53.33
2021-07-30 03:00:00+00:00,0.243213296,-21.24,-21.24
2021-07-30 03:15:00+00:00,0.0,80.6,-24.5
2021-07-30 03:30:00+00:00,-0.733333333,123.0,63.72
2021-07-30 03:45:00+00:00,0.333333333,43.0,43.0
2021-07-30 04:00:00+00:00,0.479224377,-484.07,-484.07
2021-07-30 04:15:00+00:00,0.0,-272.41,-272.41
2021-07-30 04:30:00+00:00,0.0,16.03,16.03
2021-07-30 04:45:00+00:00,-0.266666667,83.74,73.0
2021-07-30 05:00:00+00:00,0.295475531,-484.07,-484.07
2021-07-30 05:15:00+00:00,0.0,-64.31,-64.31
2021-07-30 05:30:00+00:00,0.0,-64.31,-64.31
2021-07-30 05:45:00+00:00,0.0,-34.93,-34.93
2021-07-30 06:00:00+00:00,-0.066666667,60.7,60.7
2021-07-30 06:15:00+00:00,0.066666667,60.7,60.7
2021-07-30 06:30:00+00:00,0.007202216,-75.97,-75.97
2021-07-30 06:45:00+00:00,0.0,45.0,45.0
2021-07-30 07:00:00+00:00,-0.866666667,357.04,70.69
2021-07-30 07:15:00+00:00,0.466666667,-64.31,-64.31
2021-07-30 07:30:00+00:00,0.500831025,-64.31,-64.31
2021-07-30 07:45:00+00:00,0.0,-52.27,-52.27
2021-07-30 08:00:00+00:00,0.0,-77.0,-77.0
2021-07-30 08:15:00+00:00,0.0,-484.07,-484.07
2021-07-30 08:30:00+00:00,0.0,-20.04,-20.04
2021-07-30 08:45:00+00:00,0.0,-51.9,-51.9
2021-07-30 09:00:00+00:00,0.0,-27.25,-27.25
2021-07-30 09:15:00+00:00,0.0,39.3,39.3
2021-07-30 09:30:00+00:00,0.0,-14.53,-14.53
2021-07-30 09:45:00+00:00,0.0,83.55,83.55
2021-07-30 10:00:00+00:00,-0.933333333,94.76,94.76
2021-07-30 10:15:00+00:00,-0.266666667,82.35,82.35
2021-07-30 10:30:00+00:00,-0.533333333,83.82,83.82
2021-07-30 10:45:00+00:00,-0.133333333,82.35,82.35
2021-07-30 11:00:00+00:00,0.333333333,85.08,59.02
2021-07-30 11:15:00+00:00,-0.933333333,284.42,284.42
2021-07-30 11:30:00+00:00,-0.733333333,450.0,450.0
2021-07-30 11:45:00+00:00,-1.0,418.0,418.0
2021-07-30 12:00:00+00:00,-0.866666667,425.0,425.0
2021-07-30 12:15:00+00:00,-0.466666667,425.0,425.0
2021-07-30 12:30:00+00:00,0.0,203.36,203.36
2021-07-30 12:45:00+00:00,0.0,425.0,425.0
2021-07-30 13:00:00+00:00,0.0,441.97,2.98
2021-07-30 13:15:00+00:00,0.6,115.53,-42.08
2021-07-30 13:30:00+00:00,0.266666667,52.49,52.49
2021-07-30 13:45:00+00:00,0.8,108.89,108.89
2021-07-30 14:00:00+00:00,-0.8,442.61,442.61
2021-07-30 14:15:00+00:00,-0.733333333,442.61,45.0
2021-07-30 14:30:00+00:00,0.6,102.25,-77.39
2021-07-30 14:45:00+00:00,0.0,189.95,57.22
2021-07-30 15:00:00+00:00,0.8,60.0,60.0
2021-07-30 15:15:00+00:00,0.733333333,-12.91,-12.91
2021-07-30 15:30:00+00:00,0.8,62.63,62.63
2021-07-30 15:45:00+00:00,-0.8,210.07,210.07
2021-07-30 16:00:00+00:00,0.0,196.66,196.66
2021-07-30 16:15:00+00:00,0.0,423.7,19.87
2021-07-30 16:30:00+00:00,-0.333333333,154.0,154.0
2021-07-30 16:45:00+00:00,-0.266666667,156.84,156.84
2021-07-30 17:00:00+00:00,0.866666667,30.0,30.0
2021-07-30 17:15:00+00:00,0.0,83.0,83.0
2021-07-30 17:30:00+00:00,-0.333333333,150.57,150.57
2021-07-30 17:45:00+00:00,-1.0,357.04,357.04
2021-07-30 18:00:00+00:00,0.8,100.1,-29.9
2021-07-30 18:15:00+00:00,0.0,120.1,-21.04
2021-07-30 18:30:00+00:00,0.8,129.12,-29.9
2021-07-30 18:45:00+00:00,-0.8,357.04,83.23
2021-07-30 19:00:00+00:00,0.933333333,-1.48,-1.48
2021-07-30 19:15:00+00:00,1.0,57.49,57.49
2021-07-30 19:30:00+00:00,0.066666667,78.69,78.69
2021-07-30 19:45:00+00:00,0.266666667,82.37,82.37
2021-07-30 20:00:00+00:00,0.0,90.69,81.69
2021-07-30 20:15:00+00:00,-0.2,81.25,70.0
2021-07-30 20:30:00+00:00,0.866666667,1.01,1.01
2021-07-30 20:45:00+00:00,0.933333333,-55.73,-55.73
2021-07-30 21:00:00+00:00,0.533333333,82.0,-73.16
2021-07-30 21:15:00+00:00,-0.4,80.09,80.09
2021-07-30 21:30:00+00:00,0.4,-51.92,-51.92
2021-07-30 21:45:00+00:00,0.537765466,-49.6,-49.6
2021-07-30 22:00:00+00:00,-0.133333333,115.1,115.1
2021-07-30 22:15:00+00:00,-0.8,91.36,91.36
2021-07-30 22:30:00+00:00,-0.333333333,92.34,92.34
2021-07-30 22:45:00+00:00,0.4,-26.52,-26.52
2021-07-30 23:00:00+00:00,0.866666667,-226.97,-226.97
2021-07-30 23:15:00+00:00,-0.666666667,359.87,359.87
2021-07-30 23:30:00+00:00,0.4,96.68,-136.97
2021-07-30 23:45:00+00:00,0.0,79.8,-106.97
2021-07-31 00:00:00+00:00,0.066666667,82.55,-136.97
2021-07-31 00:15:00+00:00,0.531301939,-106.97,-106.97
2021-07-31 00:30:00+00:00,0.0,-76.97,-76.97
2021-07-31 00:45:00+00:00,0.0,-166.97,-166.97
2021-07-31 01:00:00+00:00,0.0,80.06,-16.97
2021-07-31 01:15:00+00:00,0.021606648,-46.97,-46.97
2021-07-31 01:30:00+00:00,0.0,-16.97,-16.97
2021-07-31 01:45:00+00:00,0.0,-12.69,-12.69
2021-07-31 02:00:00+00:00,0.0,84.14,-12.6
2021-07-31 02:15:00+00:00,0.0,80.16,-11.97
2021-07-31 02:30:00+00:00,-0.466666667,85.77,-11.97
2021-07-31 02:45:00+00:00,0.2,22.88,22.88
2021-07-31 03:00:00+00:00,0.0,88.36,-6.98
2021-07-31 03:15:00+00:00,-0.666666667,84.82,84.82
2021-07-31 03:30:00+00:00,-0.466666667,85.72,85.72
2021-07-31 03:45:00+00:00,0.0,81.77,81.77
2021-07-31 04:00:00+00:00,0.666666667,-15.35,-15.35
2021-07-31 04:15:00+00:00,0.8,-18.36,-18.36
2021-07-31 04:30:00+00:00,0.133333333,75.69,-24.72
2021-07-31 04:45:00+00:00,0.0,-14.36,-14.36
2021-07-31 05:00:00+00:00,0.0,86.14,-16.88
2021-07-31 05:15:00+00:00,-0.333333333,80.84,80.84
2021-07-31 05:30:00+00:00,-0.2,75.92,75.92
2021-07-31 05:45:00+00:00,0.4,-106.97,-106.97
2021-07-31 06:00:00+00:00,-0.666666667,96.68,-49.04
2021-07-31 06:15:00+00:00,0.466666667,85.76,-43.08
2021-07-31 06:30:00+00:00,0.529455217,-11.12,-11.12
2021-07-31 06:45:00+00:00,0.0,-17.13,-17.13
2021-07-31 07:00:00+00:00,0.0,82.71,-17.73
2021-07-31 07:15:00+00:00,0.0,-5.19,-5.19
2021-07-31 07:30:00+00:00,0.0,-3.16,-3.16
2021-07-31 07:45:00+00:00,0.0,84.81,-6.14
2021-07-31 08:00:00+00:00,-0.866666667,359.87,359.87
2021-07-31 08:15:00+00:00,0.4,88.1,-17.91
2021-07-31 08:30:00+00:00,0.581902124,-26.51,-26.51
2021-07-31 08:45:00+00:00,0.0,-56.59,-56.59
2021-07-31 09:00:00+00:00,0.0,-170.6,-170.6
2021-07-31 09:15:00+00:00,0.0,-170.6,-170.6
2021-07-31 09:30:00+00:00,0.0,-34.06,-34.06
2021-07-31 09:45:00+00:00,0.0,-3.31,-3.31
2021-07-31 10:00:00+00:00,-0.2,-16.85,-16.85
2021-07-31 10:15:00+00:00,0.221606648,-13.07,-13.07
2021-07-31 10:30:00+00:00,0.0,-21.35,-21.35
2021-07-31 10:45:00+00:00,0.0,-95.4,-95.4
2021-07-31 11:00:00+00:00,0.0,-478.07,-478.07
2021-07-31 11:15:00+00:00,0.0,-20.81,-20.81
2021-07-31 11:30:00+00:00,0.0,-478.07,-478.07
2021-07-31 11:45:00+00:00,0.0,-478.07,-478.07
2021-07-31 12:00:00+00:00,0.0,-85.63,-85.63
2021-07-31 12:15:00+00:00,0.0,-480.15,-480.15
2021-07-31 12:30:00+00:00,0.0,-83.37,-83.37
2021-07-31 12:45:00+00:00,0.0,-480.15,-480.15
2021-07-31 13:00:00+00:00,0.0,-471.69,-471.69
2021-07-31 13:15:00+00:00,0.0,-471.69,-471.69
2021-07-31 13:30:00+00:00,0.0,-11.15,-11.15
2021-07-31 13:45:00+00:00,0.0,30.63,30.63
2021-07-31 14:00:00+00:00,0.0,-103.0,-103.0
2021-07-31 14:15:00+00:00,0.0,-472.8,-472.8
2021-07-31 14:30:00+00:00,0.0,28.66,28.66
2021-07-31 14:45:00+00:00,0.0,-329.4,-329.4
2021-07-31 15:00:00+00:00,0.0,-466.84,-466.84
2021-07-31 15:15:00+00:00,0.0,-466.84,-466.84
2021-07-31 15:30:00+00:00,-0.533333333,82.79,82.79
2021-07-31 15:45:00+00:00,-0.266666667,82.85,82.85
2021-07-31 16:00:00+00:00,0.8,79.7,-465.49
2021-07-31 16:15:00+00:00,0.093628809,54.0,54.0
2021-07-31 16:30:00+00:00,0.0,75.87,75.87
2021-07-31 16:45:00+00:00,0.0,70.11,70.11
2021-07-31 17:00:00+00:00,0.0,-166.98,-166.98
2021-07-31 17:15:00+00:00,-0.6,81.02,81.02
2021-07-31 17:30:00+00:00,-0.333333333,98.12,84.73
2021-07-31 17:45:00+00:00,-1.0,245.0,245.0
2021-07-31 18:00:00+00:00,0.8,11.65,11.65
2021-07-31 18:15:00+00:00,0.066666667,75.42,75.42
2021-07-31 18:30:00+00:00,-0.533333333,84.75,84.75
2021-07-31 18:45:00+00:00,-0.6,94.1,94.1
2021-07-31 19:00:00+00:00,0.8,59.0,59.0
2021-07-31 19:15:00+00:00,0.866666667,64.6,64.6
2021-07-31 19:30:00+00:00,0.733333333,-85.03,-85.03
2021-07-31 19:45:00+00:00,-0.2,83.97,83.97
2021-07-31 20:00:00+00:00,-0.466666667,88.1,84.73
2021-07-31 20:15:00+00:00,-0.2,86.13,86.13
2021-07-31 20:30:00+00:00,-0.066666667,84.48,84.48
2021-07-31 20:45:00+00:00,0.0,24.79,24.79
2021-07-31 21:00:00+00:00,0.8,4.5,4.5
2021-07-31 21:15:00+00:00,0.2,34.25,34.25
2021-07-31 21:30:00+00:00,0.0,62.79,62.79
2021-07-31 21:45:00+00:00,0.0,39.0,39.0
2021-07-31 22:00:00+00:00,0.133333333,5.56,5.56
2021-07-31 22:15:00+00:00,0.0,69.04,69.04
2021-07-31 22:30:00+00:00,0.0,4.81,4.81
2021-07-31 22:45:00+00:00,0.060941828,-96.01,-96.01
2021-07-31 23:00:00+00:00,-0.8,87.05,87.05
2021-07-31 23:15:00+00:00,-0.133333333,84.22,84.22
2021-07-31 23:30:00+00:00,-0.066666667,84.24,84.24
2021-07-31 23:45:00+00:00,-0.066666667,81.72,81.72
2021-08-01 00:00:00+00:00,0.4,63.9,63.9
2021-08-01 00:15:00+00:00,-0.333333333,84.22,84.22
2021-08-01 00:30:00+00:00,-0.266666667,84.25,84.25
2021-08-01 00:45:00+00:00,0.333333333,78.68,78.68
2021-08-01 01:00:00+00:00,0.4,59.0,59.0
2021-08-01 01:15:00+00:00,0.066666667,79.61,79.61
2021-08-01 01:30:00+00:00,-0.066666667,82.33,82.33
2021-08-01 01:45:00+00:00,0.2,75.14,75.14
2021-08-01 02:00:00+00:00,0.066666667,76.68,76.68
2021-08-01 02:15:00+00:00,0.2,60.17,60.17
2021-08-01 02:30:00+00:00,0.066666667,67.54,67.54
2021-08-01 02:45:00+00:00,0.0,73.72,73.72
2021-08-01 03:00:00+00:00,0.273684211,-101.15,-101.15
2021-08-01 03:15:00+00:00,-0.266666667,73.63,73.63
2021-08-01 03:30:00+00:00,-0.333333333,78.57,78.57
2021-08-01 03:45:00+00:00,0.466666667,15.23,15.23
2021-08-01 04:00:00+00:00,0.0,83.88,83.88
2021-08-01 04:15:00+00:00,-0.466666667,84.9,74.07
2021-08-01 04:30:00+00:00,0.2,68.35,68.35
2021-08-01 04:45:00+00:00,0.551246537,0.35,0.35
2021-08-01 05:00:00+00:00,-0.866666667,359.87,359.87
2021-08-01 05:15:00+00:00,0.133333333,86.83,68.34
2021-08-01 05:30:00+00:00,0.266666667,68.74,68.74
2021-08-01 05:45:00+00:00,0.133333333,61.35,61.35
2021-08-01 06:00:00+00:00,-0.933333333,175.9,175.9
2021-08-01 06:15:00+00:00,-0.4,87.04,87.04
2021-08-01 06:30:00+00:00,-0.133333333,86.99,86.99
2021-08-01 06:45:00+00:00,-0.666666667,88.92,88.92
2021-08-01 07:00:00+00:00,-1.0,434.0,434.0
2021-08-01 07:15:00+00:00,0.0,109.83,84.26
2021-08-01 07:30:00+00:00,0.0,86.12,86.12
2021-08-01 07:45:00+00:00,-0.066666667,89.6,89.6
2021-08-01 08:00:00+00:00,-1.0,434.0,434.0
2021-08-01 08:15:00+00:00,0.266666667,83.05,83.05
2021-08-01 08:30:00+00:00,0.266666667,84.3,84.3
2021-08-01 08:45:00+00:00,0.666666667,77.1,77.1
2021-08-01 09:00:00+00:00,0.066666667,89.83,84.31
2021-08-01 09:15:00+00:00,-0.266666667,85.56,85.56
2021-08-01 09:30:00+00:00,0.333333333,84.97,84.97
2021-08-01 09:45:00+00:00,0.066666667,72.31,72.31
2021-08-01 10:00:00+00:00,0.933333333,-480.63,-480.63
2021-08-01 10:15:00+00:00,0.933333333,74.98,74.98
2021-08-01 10:30:00+00:00,-0.4,79.76,79.76
2021-08-01 10:45:00+00:00,0.6,11.31,11.31
2021-08-01 11:00:00+00:00,-0.4,139.15,76.33
2021-08-01 11:15:00+00:00,-0.6,89.83,89.83
2021-08-01 11:30:00+00:00,0.0,80.1,80.1
2021-08-01 11:45:00+00:00,-0.066666667,80.1,80.1
2021-08-01 12:00:00+00:00,-0.933333333,151.69,151.69
2021-08-01 12:15:00+00:00,-0.4,126.61,78.45
2021-08-01 12:30:00+00:00,0.866666667,41.31,41.31
2021-08-01 12:45:00+00:00,1.0,-101.15,-101.15
2021-08-01 13:00:00+00:00,-0.266666667,101.0,56.0
2021-08-01 13:15:00+00:00,0.933333333,56.0,56.0
2021-08-01 13:30:00+00:00,0.8,56.0,56.0
2021-08-01 13:45:00+00:00,-0.066666667,68.87,68.87
2021-08-01 14:00:00+00:00,0.733333333,22.84,22.84
2021-08-01 14:15:00+00:00,-0.266666667,80.96,80.96
2021-08-01 14:30:00+00:00,0.733333333,-276.9,-276.9
2021-08-01 14:45:00+00:00,-0.8,142.73,79.14
2021-08-01 15:00:00+00:00,0.933333333,-480.2,-480.2
2021-08-01 15:15:00+00:00,-0.388180979,77.97,77.97
2021-08-01 15:30:00+00:00,-0.8,77.82,77.82
2021-08-01 15:45:00+00:00,-0.866666667,96.83,96.83
2021-08-01 16:00:00+00:00,1.0,-480.67,-480.67
2021-08-01 16:15:00+00:00,0.333333333,62.09,62.09
2021-08-01 16:30:00+00:00,0.866666667,-379.65,-379.65
2021-08-01 16:45:00+00:00,0.104339797,-379.65,-379.65
2021-08-01 17:00:00+00:00,-0.066666667,67.49,67.49
2021-08-01 17:15:00+00:00,-0.066666667,68.37,68.37
2021-08-01 17:30:00+00:00,0.0,23.66,23.66
2021-08-01 17:45:00+00:00,-0.333333333,77.83,77.83
2021-08-01 18:00:00+00:00,0.517082179,-89.09,-89.09
2021-08-01 18:15:00+00:00,0.0,74.66,74.66
2021-08-01 18:30:00+00:00,-0.266666667,77.95,77.95
2021-08-01 18:45:00+00:00,-0.066666667,69.86,69.86
2021-08-01 19:00:00+00:00,-0.066666667,76.48,76.48
2021-08-01 19:15:00+00:00,-0.333333333,77.01,77.01
2021-08-01 19:30:00+00:00,-0.066666667,75.54,75.54
2021-08-01 19:45:00+00:00,-0.466666667,83.05,83.05
2021-08-01 20:00:00+00:00,-0.066666667,79.6,79.6
2021-08-01 20:15:00+00:00,-0.066666667,82.45,82.45
2021-08-01 20:30:00+00:00,-0.2,87.94,87.94
2021-08-01 20:45:00+00:00,-0.066666667,77.96,77.96
2021-08-01 21:00:00+00:00,-0.2,79.48,79.48
2021-08-01 21:15:00+00:00,0.8,-42.73,-42.73
2021-08-01 21:30:00+00:00,1.0,-51.9,-51.9
2021-08-01 21:45:00+00:00,0.0,-72.73,-72.73
2021-08-01 22:00:00+00:00,0.282733149,-137.0,-137.0
2021-08-01 22:15:00+00:00,0.0,-194.75,-194.75
2021-08-01 22:30:00+00:00,0.0,-282.28,-282.28
2021-08-01 22:45:00+00:00,0.0,-449.02,-449.02
2021-08-01 23:00:00+00:00,0.0,57.44,57.44
2021-08-01 23:15:00+00:00,0.0,-62.83,-62.83
2021-08-01 23:30:00+00:00,0.0,-62.83,-62.83
2021-08-01 23:45:00+00:00,0.0,-128.96,-128.96
2021-08-02 00:00:00+00:00,0.0,-62.38,-62.38
2021-08-02 00:15:00+00:00,-0.2,81.48,81.48
2021-08-02 00:30:00+00:00,0.221606648,-62.19,-62.19
2021-08-02 00:45:00+00:00,0.0,56.93,56.93
2021-08-02 01:00:00+00:00,-0.066666667,83.28,83.28
2021-08-02 01:15:00+00:00,-0.266666667,83.22,76.48
2021-08-02 01:30:00+00:00,-0.066666667,61.0,61.0
2021-08-02 01:45:00+00:00,-0.133333333,31.0,31.0
2021-08-02 02:00:00+00:00,0.133333333,19.9,19.9
2021-08-02 02:15:00+00:00,-0.466666667,78.9,78.9
2021-08-02 02:30:00+00:00,-0.333333333,79.48,79.48
2021-08-02 02:45:00+00:00,-0.066666667,81.48,81.48
2021-08-02 03:00:00+00:00,0.333333333,56.72,56.72
2021-08-02 03:15:00+00:00,0.0,64.8,64.8
2021-08-02 03:30:00+00:00,-0.066666667,76.48,76.48
2021-08-02 03:45:00+00:00,-0.133333333,57.62,57.62
2021-08-02 04:00:00+00:00,0.8,-445.7,-445.7
2021-08-02 04:15:00+00:00,0.2,78.04,78.04
2021-08-02 04:30:00+00:00,-0.933333333,87.28,87.28
2021-08-02 04:45:00+00:00,-0.733333333,85.69,85.69
2021-08-02 05:00:00+00:00,0.4,63.31,63.31
2021-08-02 05:15:00+00:00,0.0,76.69,76.69
2021-08-02 05:30:00+00:00,0.2,62.68,62.68
2021-08-02 05:45:00+00:00,0.933333333,-110.08,-110.08
2021-08-02 06:00:00+00:00,0.0,73.69,73.69
2021-08-02 06:15:00+00:00,0.0,63.03,63.03
2021-08-02 06:30:00+00:00,0.2,53.03,53.03
2021-08-02 06:45:00+00:00,0.0,57.41,57.41
2021-08-02 07:00:00+00:00,-0.133333333,65.43,65.43
2021-08-02 07:15:00+00:00,0.266666667,-90.6,-90.6
2021-08-02 07:30:00+00:00,0.343859649,-90.6,-90.6
2021-08-02 07:45:00+00:00,0.0,63.03,63.03
2021-08-02 08:00:00+00:00,-0.266666667,78.77,78.77
2021-08-02 08:15:00+00:00,-0.6,85.69,85.69
2021-08-02 08:30:00+00:00,-0.6,78.77,78.77
2021-08-02 08:45:00+00:00,-0.866666667,88.69,88.69
2021-08-02 09:00:00+00:00,-1.0,359.87,359.87
2021-08-02 09:15:00+00:00,0.266666667,76.69,76.69
2021-08-02 09:30:00+00:00,0.066666667,85.72,85.72
