,market_position,shortage_price,surplus_price
2021-02-05 10:00:00+00:00,0.0,34.32,34.32
2021-02-05 10:15:00+00:00,0.0,40.13,40.13
2021-02-05 10:30:00+00:00,0.0,36.4,36.4
2021-02-05 10:45:00+00:00,0.0,39.26,39.26
2021-02-05 11:00:00+00:00,-0.466666667,44.62,40.13
2021-02-05 11:15:00+00:00,-0.066666667,42.37,42.37
2021-02-05 11:30:00+00:00,-0.133333333,42.37,42.37
2021-02-05 11:45:00+00:00,-0.2,42.37,42.37
2021-02-05 12:00:00+00:00,-0.666666667,119.51,119.51
2021-02-05 12:15:00+00:00,-0.4,53.16,53.16
2021-02-05 12:30:00+00:00,-0.733333333,276.19,276.19
2021-02-05 12:45:00+00:00,-0.6,87.51,87.51
2021-02-05 13:00:00+00:00,0.066666667,49.16,49.16
2021-02-05 13:15:00+00:00,-0.333333333,49.35,49.35
2021-02-05 13:30:00+00:00,0.0,49.35,49.35
2021-02-05 13:45:00+00:00,0.4,41.85,41.85
2021-02-05 14:00:00+00:00,0.666666667,37.05,37.05
2021-02-05 14:15:00+00:00,1.0,39.26,39.26
2021-02-05 14:30:00+00:00,0.533333333,39.26,39.26
2021-02-05 14:45:00+00:00,0.4,37.16,37.16
2021-02-05 15:00:00+00:00,0.0,40.0,40.0
2021-02-05 15:15:00+00:00,0.0,37.02,37.02
2021-02-05 15:30:00+00:00,0.0,37.02,37.02
2021-02-05 15:45:00+00:00,-0.2,41.85,41.85
2021-02-05 16:00:00+00:00,0.133333333,42.29,42.29
2021-02-05 16:15:00+00:00,0.0,42.29,42.29
2021-02-05 16:30:00+00:00,-0.666666667,276.19,276.19
2021-02-05 16:45:00+00:00,-1.0,276.19,276.19
2021-02-05 17:00:00+00:00,0.733333333,37.05,37.05
2021-02-05 17:15:00+00:00,0.133333333,43.17,43.17
2021-02-05 17:30:00+00:00,-0.266666667,44.67,44.67
2021-02-05 17:45:00+00:00,-0.066666667,44.67,44.67
2021-02-05 18:00:00+00:00,-0.733333333,51.0,51.0
2021-02-05 18:15:00+00:00,-0.2,49.16,49.16
2021-02-05 18:30:00+00:00,0.8,42.33,42.33
2021-02-05 18:45:00+00:00,0.866666667,36.57,36.57
2021-02-05 19:00:00+00:00,-1.0,276.19,276.19
2021-02-05 19:15:00+00:00,-1.0,276.19,36.27
2021-02-05 19:30:00+00:00,1.0,33.35,33.35
2021-02-05 19:45:00+00:00,1.0,33.35,33.35
2021-02-05 20:00:00+00:00,0.6,42.6,-24.98
2021-02-05 20:15:00+00:00,-0.6,450.0,450.0
2021-02-05 20:30:00+00:00,0.933333333,34.16,34.16
2021-02-05 20:45:00+00:00,-0.333333333,58.86,35.13
2021-02-05 21:00:00+00:00,0.066666667,36.63,36.63
2021-02-05 21:15:00+00:00,-0.266666667,46.35,46.35
2021-02-05 21:30:00+00:00,-0.4,58.36,58.36
2021-02-05 21:45:00+00:00,0.0,44.1,44.1
2021-02-05 22:00:00+00:00,-1.0,91.31,91.31
2021-02-05 22:15:00+00:00,-0.333333333,399.39,399.39
2021-02-05 22:30:00+00:00,-0.4,219.39,22.03
2021-02-05 22:45:00+00:00,0.933333333,1.73,1.73
2021-02-05 23:00:00+00:00,0.733333333,-115.45,-115.45
2021-02-05 23:15:00+00:00,0.533333333,48.24,48.24
2021-02-05 23:30:00+00:00,-0.6,61.74,61.74
2021-02-05 23:45:00+00:00,-0.133333333,50.49,50.49
2021-02-06 00:00:00+00:00,-0.4,55.28,55.28
2021-02-06 00:15:00+00:00,-0.2,55.28,55.28
2021-02-06 00:30:00+00:00,0.0,46.28,46.28
2021-02-06 00:45:00+00:00,0.266666667,44.78,44.78
2021-02-06 01:00:00+00:00,-0.4,46.21,46.21
2021-02-06 01:15:00+00:00,0.2,48.46,48.46
2021-02-06 01:30:00+00:00,0.866666667,16.09,16.09
2021-02-06 01:45:00+00:00,1.0,46.21,46.21
2021-02-06 02:00:00+00:00,-0.866666667,65.53,65.53
2021-02-06 02:15:00+00:00,-0.066666667,51.0,51.0
2021-02-06 02:30:00+00:00,0.0,47.41,47.41
2021-02-06 02:45:00+00:00,-0.2,49.0,49.0
2021-02-06 03:00:00+00:00,0.0,46.21,46.21
2021-02-06 03:15:00+00:00,0.6,38.12,34.5
2021-02-06 03:30:00+00:00,0.866666667,22.95,22.95
2021-02-06 03:45:00+00:00,0.933333333,24.35,24.35
2021-02-06 04:00:00+00:00,-0.466666667,51.46,51.46
2021-02-06 04:15:00+00:00,-0.066666667,48.46,48.46
2021-02-06 04:30:00+00:00,-0.533333333,51.46,51.46
2021-02-06 04:45:00+00:00,-0.6,55.21,55.21
2021-02-06 05:00:00+00:00,-0.866666667,188.28,188.28
2021-02-06 05:15:00+00:00,-0.133333333,73.94,73.94
2021-02-06 05:30:00+00:00,0.0,59.71,59.71
2021-02-06 05:45:00+00:00,-0.2,65.0,65.0
2021-02-06 06:00:00+00:00,-0.666666667,254.71,254.71
2021-02-06 06:15:00+00:00,0.0,79.32,79.32
2021-02-06 06:30:00+00:00,0.0,141.74,141.74
2021-02-06 06:45:00+00:00,0.0,102.45,102.45
2021-02-06 07:00:00+00:00,-0.266666667,233.05,233.05
2021-02-06 07:15:00+00:00,-0.333333333,263.4,263.4
2021-02-06 07:30:00+00:00,0.0,250.0,250.0
2021-02-06 07:45:00+00:00,0.066666667,55.78,55.78
2021-02-06 08:00:00+00:00,0.0,60.0,60.0
2021-02-06 08:15:00+00:00,0.0,91.25,91.25
2021-02-06 08:30:00+00:00,0.0,55.92,55.92
2021-02-06 08:45:00+00:00,0.2,75.05,75.05
2021-02-06 09:00:00+00:00,-0.066666667,250.64,250.64
2021-02-06 09:15:00+00:00,0.0,69.0,69.0
2021-02-06 09:30:00+00:00,0.0,91.69,91.69
2021-02-06 09:45:00+00:00,0.0,91.69,91.69
2021-02-06 10:00:00+00:00,0.133333333,52.87,52.87
2021-02-06 10:15:00+00:00,0.4,55.21,55.21
2021-02-06 10:30:00+00:00,0.0,59.71,59.71
2021-02-06 10:45:00+00:00,0.133333333,59.71,59.71
2021-02-06 11:00:00+00:00,-0.466666667,233.04,233.04
2021-02-06 11:15:00+00:00,0.0,75.05,75.05
2021-02-06 11:30:00+00:00,0.266666667,51.41,51.41
2021-02-06 11:45:00+00:00,0.333333333,55.0,55.0
2021-02-06 12:00:00+00:00,-0.733333333,250.65,250.65
2021-02-06 12:15:00+00:00,0.0,65.15,65.15
2021-02-06 12:30:00+00:00,0.6,47.38,47.38
2021-02-06 12:45:00+00:00,0.0,52.63,52.63
2021-02-06 13:00:00+00:00,0.533333333,44.91,44.91
2021-02-06 13:15:00+00:00,1.0,37.0,37.0
2021-02-06 13:30:00+00:00,1.0,37.0,37.0
2021-02-06 13:45:00+00:00,0.733333333,36.81,36.81
2021-02-06 14:00:00+00:00,0.4,39.74,39.74
2021-02-06 14:15:00+00:00,0.133333333,15.74,15.74
2021-02-06 14:30:00+00:00,1.0,-64.1,-64.1
2021-02-06 14:45:00+00:00,0.466666667,4.49,4.49
2021-02-06 15:00:00+00:00,0.0,44.79,29.48
2021-02-06 15:15:00+00:00,0.0,36.81,36.81
2021-02-06 15:30:00+00:00,0.0,36.81,36.81
2021-02-06 15:45:00+00:00,0.0,38.56,38.56
2021-02-06 16:00:00+00:00,0.260018467,-84.82,-84.82
2021-02-06 16:15:00+00:00,0.0,30.81,30.81
2021-02-06 16:30:00+00:00,0.0,36.81,36.81
2021-02-06 16:45:00+00:00,0.0,40.75,40.75
2021-02-06 17:00:00+00:00,0.0,13.72,13.72
2021-02-06 17:15:00+00:00,0.0,24.07,24.07
2021-02-06 17:30:00+00:00,0.0,10.0,10.0
2021-02-06 17:45:00+00:00,0.0,-5.94,-5.94
2021-02-06 18:00:00+00:00,0.0,48.46,-42.98
2021-02-06 18:15:00+00:00,0.0,30.81,30.81
2021-02-06 18:30:00+00:00,0.0,24.95,24.95
2021-02-06 18:45:00+00:00,0.0,14.0,14.0
2021-02-06 19:00:00+00:00,-0.866666667,48.46,48.46
2021-02-06 19:15:00+00:00,-0.4,45.81,45.81
2021-02-06 19:30:00+00:00,-0.066666667,42.3,42.3
2021-02-06 19:45:00+00:00,0.0,40.4,40.4
2021-02-06 20:00:00+00:00,-0.4,39.59,39.59
2021-02-06 20:15:00+00:00,0.0,39.59,39.59
2021-02-06 20:30:00+00:00,0.533333333,14.0,14.0
2021-02-06 20:45:00+00:00,0.933333333,-1.0,-1.0
2021-02-06 21:00:00+00:00,-0.933333333,55.21,55.21
2021-02-06 21:15:00+00:00,-0.066666667,41.43,41.43
2021-02-06 21:30:00+00:00,0.066666667,-12.14,-12.14
2021-02-06 21:45:00+00:00,0.466666667,51.46,-25.12
2021-02-06 22:00:00+00:00,-0.466666667,37.0,37.0
2021-02-06 22:15:00+00:00,0.8,-24.39,-24.39
2021-02-06 22:30:00+00:00,0.0,41.44,3.0
2021-02-06 22:45:00+00:00,0.533333333,41.44,-59.23
2021-02-06 23:00:00+00:00,0.284395199,37.76,-144.38
2021-02-06 23:15:00+00:00,0.0,-28.04,-28.04
2021-02-06 23:30:00+00:00,0.0,-96.37,-96.37
2021-02-06 23:45:00+00:00,0.0,-14.73,-14.73
2021-02-07 00:00:00+00:00,-0.066666667,37.77,37.77
2021-02-07 00:15:00+00:00,-0.066666667,35.52,35.52
2021-02-07 00:30:00+00:00,0.0,-19.51,-19.51
2021-02-07 00:45:00+00:00,0.0,22.63,22.63
2021-02-07 01:00:00+00:00,0.147737765,36.25,-45.06
2021-02-07 01:15:00+00:00,0.0,37.75,-94.55
2021-02-07 01:30:00+00:00,0.0,-55.06,-55.06
2021-02-07 01:45:00+00:00,0.0,-67.56,-67.56
2021-02-07 02:00:00+00:00,0.0,-45.06,-45.06
2021-02-07 02:15:00+00:00,0.0,35.49,-82.56
2021-02-07 02:30:00+00:00,-0.066666667,55.21,-4.31
2021-02-07 02:45:00+00:00,0.0,10.0,10.0
2021-02-07 03:00:00+00:00,0.0,20.67,20.67
2021-02-07 03:15:00+00:00,0.0,-44.92,-44.92
2021-02-07 03:30:00+00:00,0.021606648,37.78,-44.92
2021-02-07 03:45:00+00:00,0.066666667,10.0,10.0
2021-02-07 04:00:00+00:00,0.0,-26.61,-26.61
2021-02-07 04:15:00+00:00,0.011870689,46.35,-37.51
2021-02-07 04:30:00+00:00,0.0,29.28,29.28
2021-02-07 04:45:00+00:00,0.0,20.84,20.84
2021-02-07 05:00:00+00:00,0.005129716,-171.17,-171.17
2021-02-07 05:15:00+00:00,0.0,-101.87,-101.87
2021-02-07 05:30:00+00:00,0.0,-94.47,-94.47
2021-02-07 05:45:00+00:00,0.0,-37.48,-37.48
2021-02-07 06:00:00+00:00,0.0,-164.08,-164.08
2021-02-07 06:15:00+00:00,0.0,-55.49,-55.49
2021-02-07 06:30:00+00:00,0.0,39.88,-37.64
2021-02-07 06:45:00+00:00,0.0,39.88,-164.08
2021-02-07 07:00:00+00:00,0.0,-104.7,-104.7
2021-02-07 07:15:00+00:00,0.0,-37.31,-37.31
2021-02-07 07:30:00+00:00,0.0,24.03,24.03
2021-02-07 07:45:00+00:00,0.0,24.03,24.03
2021-02-07 08:00:00+00:00,0.0,-98.0,-98.0
2021-02-07 08:15:00+00:00,0.0,24.03,24.03
2021-02-07 08:30:00+00:00,0.0,40.82,40.82
2021-02-07 08:45:00+00:00,0.0,36.06,36.06
2021-02-07 09:00:00+00:00,0.0,11.31,11.31
2021-02-07 09:15:00+00:00,0.0,31.06,31.06
2021-02-07 09:30:00+00:00,0.0,41.34,41.34
2021-02-07 09:45:00+00:00,0.0,43.38,43.38
2021-02-07 10:00:00+00:00,-0.266666667,43.43,43.43
2021-02-07 10:15:00+00:00,0.0,43.42,43.42
2021-02-07 10:30:00+00:00,0.0,36.06,36.06
2021-02-07 10:45:00+00:00,0.0,43.42,43.42
2021-02-07 11:00:00+00:00,0.0,43.28,43.28
2021-02-07 11:15:00+00:00,0.0,43.28,43.28
2021-02-07 11:30:00+00:00,0.0,43.29,43.29
2021-02-07 11:45:00+00:00,0.0,41.47,41.47
2021-02-07 12:00:00+00:00,-0.533333333,55.51,41.44
2021-02-07 12:15:00+00:00,-0.6,48.54,48.54
2021-02-07 12:30:00+00:00,-0.333333333,48.27,48.27
2021-02-07 12:45:00+00:00,-0.066666667,36.06,36.06
2021-02-07 13:00:00+00:00,0.2,36.06,36.06
2021-02-07 13:15:00+00:00,0.4,31.06,31.06
2021-02-07 13:30:00+00:00,0.133333333,32.53,32.53
2021-02-07 13:45:00+00:00,0.533333333,13.56,13.56
2021-02-07 14:00:00+00:00,0.266666667,16.0,16.0
2021-02-07 14:15:00+00:00,0.0,43.61,43.61
2021-02-07 14:30:00+00:00,0.0,43.61,43.61
2021-02-07 14:45:00+00:00,-0.066666667,42.75,42.75
2021-02-07 15:00:00+00:00,0.0,39.28,39.28
2021-02-07 15:15:00+00:00,0.0,39.28,39.28
2021-02-07 15:30:00+00:00,0.0,39.28,39.28
2021-02-07 15:45:00+00:00,0.0,43.78,43.78
2021-02-07 16:00:00+00:00,0.0,32.53,32.53
2021-02-07 16:15:00+00:00,0.0,36.28,36.28
2021-02-07 16:30:00+00:00,0.0,51.63,51.63
2021-02-07 16:45:00+00:00,-1.0,133.87,133.87
2021-02-07 17:00:00+00:00,-1.0,74.66,74.66
2021-02-07 17:15:00+00:00,-0.866666667,86.86,86.86
2021-02-07 17:30:00+00:00,-0.333333333,55.37,55.37
2021-02-07 17:45:00+00:00,0.266666667,48.26,42.75
2021-02-07 18:00:00+00:00,-0.466666667,48.29,42.75
2021-02-07 18:15:00+00:00,0.666666667,43.03,43.03
2021-02-07 18:30:00+00:00,0.8,39.28,39.28
2021-02-07 18:45:00+00:00,0.533333333,39.28,39.28
2021-02-07 19:00:00+00:00,0.0,39.28,39.28
2021-02-07 19:15:00+00:00,0.133333333,39.28,39.28
2021-02-07 19:30:00+00:00,0.6,36.28,36.28
2021-02-07 19:45:00+00:00,1.0,-2.0,-2.0
2021-02-07 20:00:00+00:00,-0.266666667,51.67,34.08
2021-02-07 20:15:00+00:00,-0.333333333,46.72,46.72
2021-02-07 20:30:00+00:00,-0.333333333,45.09,45.09
2021-02-07 20:45:00+00:00,0.266666667,31.63,31.63
2021-02-07 21:00:00+00:00,-0.133333333,47.25,47.25
2021-02-07 21:15:00+00:00,-0.6,52.32,52.32
2021-02-07 21:30:00+00:00,0.0,36.4,36.4
2021-02-07 21:45:00+00:00,0.533333333,31.0,31.0
2021-02-07 22:00:00+00:00,0.0,37.36,37.36
2021-02-07 22:15:00+00:00,0.0,40.02,40.02
2021-02-07 22:30:00+00:00,0.0,40.02,40.02
2021-02-07 22:45:00+00:00,0.0,29.5,29.5
2021-02-07 23:00:00+00:00,0.866666667,43.86,-15.93
2021-02-07 23:15:00+00:00,0.066666667,32.0,32.0
2021-02-07 23:30:00+00:00,0.066666667,2.0,2.0
2021-02-07 23:45:00+00:00,0.2,29.01,29.01
2021-02-08 00:00:00+00:00,0.0,48.84,22.92
2021-02-08 00:15:00+00:00,0.0,24.9,24.9
2021-02-08 00:30:00+00:00,0.0,24.9,24.9
2021-02-08 00:45:00+00:00,0.266666667,0.0,0.0
2021-02-08 01:00:00+00:00,0.0,24.92,24.92
2021-02-08 01:15:00+00:00,0.0,38.83,38.83
2021-02-08 01:30:00+00:00,0.0,31.0,31.0
2021-02-08 01:45:00+00:00,0.0,30.35,30.35
2021-02-08 02:00:00+00:00,0.0,37.79,37.79
2021-02-08 02:15:00+00:00,0.066666667,2.79,2.79
2021-02-08 02:30:00+00:00,0.0,0.0,0.0
2021-02-08 02:45:00+00:00,0.0,29.01,29.01
2021-02-08 03:00:00+00:00,0.111172669,-39.91,-39.91
2021-02-08 03:15:00+00:00,0.0,-9.91,-9.91
2021-02-08 03:30:00+00:00,0.0,-35.09,-35.09
2021-02-08 03:45:00+00:00,0.0,-29.84,-29.84
2021-02-08 04:00:00+00:00,0.0,-29.84,-29.84
2021-02-08 04:15:00+00:00,0.0,38.83,38.83
2021-02-08 04:30:00+00:00,0.0,19.0,19.0
2021-02-08 04:45:00+00:00,0.0,-32.36,-32.36
2021-02-08 05:00:00+00:00,-0.533333333,78.5,33.09
2021-02-08 05:15:00+00:00,0.333333333,1.0,1.0
2021-02-08 05:30:00+00:00,0.0,49.68,28.38
2021-02-08 05:45:00+00:00,-1.0,74.68,74.68
2021-02-08 06:00:00+00:00,-0.933333333,61.17,28.38
2021-02-08 06:15:00+00:00,0.866666667,-74.88,-74.88
2021-02-08 06:30:00+00:00,1.0,-21.23,-21.23
2021-02-08 06:45:00+00:00,-0.4,52.18,36.17
2021-02-08 07:00:00+00:00,0.976361958,-141.5,-141.5
2021-02-08 07:15:00+00:00,0.0,-80.78,-80.78
2021-02-08 07:30:00+00:00,0.0,-28.66,-28.66
2021-02-08 07:45:00+00:00,0.0,23.87,23.87
2021-02-08 08:00:00+00:00,0.0,28.17,28.17
2021-02-08 08:15:00+00:00,0.0,35.3,35.3
2021-02-08 08:30:00+00:00,0.0,29.88,29.88
2021-02-08 08:45:00+00:00,0.0,33.17,33.17
2021-02-08 09:00:00+00:00,-0.133333333,32.13,32.13
2021-02-08 09:15:00+00:00,0.0,36.17,36.17
2021-02-08 09:30:00+00:00,0.0,42.19,42.19
2021-02-08 09:45:00+00:00,0.0,44.0,36.17
2021-02-08 10:00:00+00:00,-0.666666667,51.17,30.38
2021-02-08 10:15:00+00:00,0.066666667,29.36,29.36
2021-02-08 10:30:00+00:00,0.0,31.88,31.88
2021-02-08 10:45:00+00:00,0.0,34.4,34.4
2021-02-08 11:00:00+00:00,-0.533333333,55.17,55.17
2021-02-08 11:15:00+00:00,0.0,39.17,39.17
2021-02-08 11:30:00+00:00,0.0,36.17,36.17
2021-02-08 11:45:00+00:00,-0.133333333,45.3,36.17
2021-02-08 12:00:00+00:00,-0.2,52.34,36.17
2021-02-08 12:15:00+00:00,-0.933333333,68.23,68.23
2021-02-08 12:30:00+00:00,-0.6,59.84,59.84
2021-02-08 12:45:00+00:00,0.066666667,-42.13,-42.13
2021-02-08 13:00:00+00:00,1.0,-141.5,-141.5
2021-02-08 13:15:00+00:00,1.0,-6.13,-6.13
2021-02-08 13:30:00+00:00,0.733333333,23.37,23.37
2021-02-08 13:45:00+00:00,0.066666667,22.88,22.88
2021-02-08 14:00:00+00:00,0.266666667,24.7,24.7
2021-02-08 14:15:00+00:00,0.0,13.13,13.13
2021-02-08 14:30:00+00:00,0.0,26.56,26.56
2021-02-08 14:45:00+00:00,0.0,26.56,26.56
2021-02-08 15:00:00+00:00,0.133333333,21.17,21.17
2021-02-08 15:15:00+00:00,0.0,11.17,11.17
2021-02-08 15:30:00+00:00,0.066666667,5.97,5.97
2021-02-08 15:45:00+00:00,0.0,26.33,26.33
2021-02-08 16:00:00+00:00,0.0,21.17,21.17
2021-02-08 16:15:00+00:00,0.0,33.17,33.17
2021-02-08 16:30:00+00:00,0.0,36.17,36.17
2021-02-08 16:45:00+00:00,-0.666666667,52.34,52.34
2021-02-08 17:00:00+00:00,-0.6,46.94,46.94
2021-02-08 17:15:00+00:00,0.066666667,38.0,38.0
2021-02-08 17:30:00+00:00,0.066666667,38.6,38.6
2021-02-08 17:45:00+00:00,0.533333333,33.38,33.38
2021-02-08 18:00:00+00:00,-0.666666667,51.17,51.17
2021-02-08 18:15:00+00:00,0.0,45.82,45.82
2021-02-08 18:30:00+00:00,0.0,46.94,46.94
2021-02-08 18:45:00+00:00,0.066666667,41.5,41.5
2021-02-08 19:00:00+00:00,-1.0,76.84,76.84
2021-02-08 19:15:00+00:00,0.0,48.17,48.17
2021-02-08 19:30:00+00:00,-0.133333333,48.17,37.0
2021-02-08 19:45:00+00:00,0.866666667,31.5,31.5
2021-02-08 20:00:00+00:00,0.133333333,33.0,33.0
2021-02-08 20:15:00+00:00,0.666666667,30.0,30.0
2021-02-08 20:30:00+00:00,0.133333333,14.0,14.0
2021-02-08 20:45:00+00:00,0.6,7.21,7.21
2021-02-08 21:00:00+00:00,0.0,44.51,44.51
2021-02-08 21:15:00+00:00,0.0,33.17,33.17
2021-02-08 21:30:00+00:00,0.0,31.5,31.5
2021-02-08 21:45:00+00:00,0.0,31.5,31.5
2021-02-08 22:00:00+00:00,-0.2,33.0,33.0
2021-02-08 22:15:00+00:00,0.0,28.17,28.17
2021-02-08 22:30:00+00:00,0.0,28.17,28.17
2021-02-08 22:45:00+00:00,0.066666667,3.42,3.42
2021-02-08 23:00:00+00:00,0.0,79.7,-20.84
2021-02-08 23:15:00+00:00,-0.2,81.56,21.1
2021-02-08 23:30:00+00:00,0.2,21.1,21.1
2021-02-08 23:45:00+00:00,0.2,11.39,11.39
2021-02-09 00:00:00+00:00,0.0,28.1,28.1
2021-02-09 00:15:00+00:00,0.0,36.1,36.1
2021-02-09 00:30:00+00:00,0.0,36.1,36.1
2021-02-09 00:45:00+00:00,0.0,35.0,35.0
2021-02-09 01:00:00+00:00,-0.133333333,41.86,41.86
2021-02-09 01:15:00+00:00,0.0,44.63,44.63
2021-02-09 01:30:00+00:00,0.0,43.51,43.51
2021-02-09 01:45:00+00:00,0.0,42.67,42.67
2021-02-09 02:00:00+00:00,0.0,40.0,40.0
2021-02-09 02:15:00+00:00,0.0,45.81,45.81
2021-02-09 02:30:00+00:00,0.0,44.01,44.01
2021-02-09 02:45:00+00:00,0.0,45.75,45.75
2021-02-09 03:00:00+00:00,0.0,35.0,35.0
2021-02-09 03:15:00+00:00,0.0,33.79,33.79
2021-02-09 03:30:00+00:00,0.0,45.86,45.86
2021-02-09 03:45:00+00:00,-0.066666667,46.03,46.03
2021-02-09 04:00:00+00:00,0.0,21.1,21.1
2021-02-09 04:15:00+00:00,0.0,21.1,21.1
2021-02-09 04:30:00+00:00,0.0,36.1,36.1
2021-02-09 04:45:00+00:00,0.0,36.73,36.73
2021-02-09 05:00:00+00:00,0.658910434,-116.81,-116.81
2021-02-09 05:15:00+00:00,0.0,-56.81,-56.81
2021-02-09 05:30:00+00:00,0.0,24.21,24.21
2021-02-09 05:45:00+00:00,0.0,37.72,37.72
2021-02-09 06:00:00+00:00,0.0,-103.0,-103.0
2021-02-09 06:15:00+00:00,0.0,34.12,34.12
2021-02-09 06:30:00+00:00,0.0,42.21,42.21
2021-02-09 06:45:00+00:00,-0.2,48.55,48.55
2021-02-09 07:00:00+00:00,0.0,40.88,40.88
2021-02-09 07:15:00+00:00,-0.066666667,53.9,53.9
2021-02-09 07:30:00+00:00,-1.0,61.4,61.4
2021-02-09 07:45:00+00:00,-0.8,70.64,70.64
2021-02-09 08:00:00+00:00,-0.933333333,61.4,61.4
2021-02-09 08:15:00+00:00,0.2,48.22,45.5
2021-02-09 08:30:00+00:00,0.6,46.47,46.47
2021-02-09 08:45:00+00:00,0.666666667,41.63,41.63
2021-02-09 09:00:00+00:00,-0.533333333,61.35,44.59
2021-02-09 09:15:00+00:00,0.0,51.21,51.21
2021-02-09 09:30:00+00:00,0.066666667,48.22,48.22
2021-02-09 09:45:00+00:00,0.666666667,44.78,44.78
2021-02-09 10:00:00+00:00,0.066666667,42.21,42.21
2021-02-09 10:15:00+00:00,0.0,44.87,44.87
2021-02-09 10:30:00+00:00,0.0,43.94,43.94
2021-02-09 10:45:00+00:00,0.0,40.44,40.44
2021-02-09 11:00:00+00:00,-0.8,235.17,235.17
2021-02-09 11:15:00+00:00,-0.866666667,67.54,67.54
2021-02-09 11:30:00+00:00,-0.2,58.21,58.21
2021-02-09 11:45:00+00:00,-0.333333333,60.25,60.25
2021-02-09 12:00:00+00:00,-0.066666667,89.51,89.51
2021-02-09 12:15:00+00:00,-0.866666667,102.51,102.51
2021-02-09 12:30:00+00:00,0.0,76.84,76.84
2021-02-09 12:45:00+00:00,-0.066666667,89.51,43.28
2021-02-09 13:00:00+00:00,0.933333333,18.14,18.14
2021-02-09 13:15:00+00:00,0.2,53.12,53.12
2021-02-09 13:30:00+00:00,-0.466666667,60.62,60.62
2021-02-09 13:45:00+00:00,-0.2,60.15,60.15
2021-02-09 14:00:00+00:00,0.2,74.82,74.82
2021-02-09 14:15:00+00:00,-0.6,91.82,91.82
2021-02-09 14:30:00+00:00,0.0,74.82,74.82
2021-02-09 14:45:00+00:00,0.0,51.84,51.84
2021-02-09 15:00:00+00:00,0.0,48.24,48.24
2021-02-09 15:15:00+00:00,0.0,48.24,48.24
2021-02-09 15:30:00+00:00,0.0,74.02,74.02
2021-02-09 15:45:00+00:00,-0.2,91.85,91.85
2021-02-09 16:00:00+00:00,0.333333333,60.26,45.5
2021-02-09 16:15:00+00:00,0.266666667,56.28,56.28
2021-02-09 16:30:00+00:00,0.0,59.06,59.06
2021-02-09 16:45:00+00:00,-0.133333333,67.54,67.54
2021-02-09 17:00:00+00:00,-0.733333333,250.0,250.0
2021-02-09 17:15:00+00:00,-0.133333333,250.0,250.0
2021-02-09 17:30:00+00:00,-0.6,380.0,380.0
2021-02-09 17:45:00+00:00,1.0,46.47,46.47
2021-02-09 18:00:00+00:00,-0.2,244.0,244.0
2021-02-09 18:15:00+00:00,0.466666667,51.21,51.21
2021-02-09 18:30:00+00:00,0.4,48.24,48.24
2021-02-09 18:45:00+00:00,0.533333333,48.24,48.24
2021-02-09 19:00:00+00:00,0.0,47.51,47.51
2021-02-09 19:15:00+00:00,0.066666667,47.92,44.0
2021-02-09 19:30:00+00:00,1.0,48.22,48.22
2021-02-09 19:45:00+00:00,0.0,47.9,47.9
2021-02-09 20:00:00+00:00,-0.533333333,54.21,54.21
2021-02-09 20:15:00+00:00,0.133333333,52.62,52.62
2021-02-09 20:30:00+00:00,0.333333333,45.21,45.21
2021-02-09 20:45:00+00:00,0.866666667,44.37,44.37
2021-02-09 21:00:00+00:00,0.0,48.27,48.27
2021-02-09 21:15:00+00:00,0.066666667,44.19,44.19
2021-02-09 21:30:00+00:00,0.933333333,34.71,34.71
2021-02-09 21:45:00+00:00,0.466666667,34.12,34.12
2021-02-09 22:00:00+00:00,-0.133333333,42.21,42.21
2021-02-09 22:15:00+00:00,0.533333333,25.22,25.22
2021-02-09 22:30:00+00:00,0.266666667,24.21,24.21
2021-02-09 22:45:00+00:00,0.0,17.4,17.4
2021-02-09 23:00:00+00:00,0.4,48.07,-26.13
2021-02-09 23:15:00+00:00,0.0,48.62,42.08
2021-02-09 23:30:00+00:00,0.0,41.65,41.65
2021-02-09 23:45:00+00:00,0.0,32.59,32.59
2021-02-10 00:00:00+00:00,0.0,34.13,34.13
2021-02-10 00:15:00+00:00,0.0,42.21,42.21
2021-02-10 00:30:00+00:00,0.0,39.42,39.42
2021-02-10 00:45:00+00:00,0.0,39.55,39.55
2021-02-10 01:00:00+00:00,-0.4,61.45,42.21
2021-02-10 01:15:00+00:00,-0.533333333,49.44,49.44
2021-02-10 01:30:00+00:00,0.0,45.66,45.66
2021-02-10 01:45:00+00:00,0.0,45.66,45.66
2021-02-10 02:00:00+00:00,-0.933333333,112.5,112.5
2021-02-10 02:15:00+00:00,-0.666666667,58.26,58.26
2021-02-10 02:30:00+00:00,-1.0,108.15,108.15
2021-02-10 02:45:00+00:00,0.0,62.34,62.34
2021-02-10 03:00:00+00:00,-0.266666667,69.18,69.18
2021-02-10 03:15:00+00:00,-0.266666667,79.68,79.68
2021-02-10 03:30:00+00:00,-0.333333333,79.11,79.11
2021-02-10 03:45:00+00:00,0.0,52.34,52.34
2021-02-10 04:00:00+00:00,0.0,53.26,53.26
2021-02-10 04:15:00+00:00,0.0,62.34,62.34
2021-02-10 04:30:00+00:00,0.0,50.54,50.54
2021-02-10 04:45:00+00:00,0.133333333,45.65,45.65
2021-02-10 05:00:00+00:00,0.6,40.46,40.46
2021-02-10 05:15:00+00:00,0.933333333,41.75,41.75
