,Allocation point 1 - Imbalance shortage,Allocation point 1 - Imbalance surplus
2021-03-01 05:30:00+00:00,0.0,22.101333333
2021-03-01 05:45:00+00:00,0.0,67.625
2021-03-01 06:00:00+00:00,-2.7545,0.0
2021-03-01 06:15:00+00:00,0.0,4.539333333
2021-03-01 06:30:00+00:00,0.0,49.591666667
2021-03-01 06:45:00+00:00,0.0,45.083333333
2021-03-01 07:00:00+00:00,-1.439666667,0.0
2021-03-01 07:15:00+00:00,0.0,31.3846425
2021-03-01 07:30:00+00:00,-8.503,0.0
2021-03-01 07:45:00+00:00,-0.773,0.0
2021-03-01 08:00:00+00:00,0.0,19.096666667
2021-03-01 08:15:00+00:00,-9.24,0.0
2021-03-01 08:30:00+00:00,-7.966,0.0
2021-03-01 08:45:00+00:00,-7.302166667,0.0
2021-03-01 09:00:00+00:00,0.0,67.625
2021-03-01 09:15:00+00:00,-5.458666667,0.0
2021-03-01 09:30:00+00:00,-2.766666667,0.0
2021-03-01 09:45:00+00:00,-4.6305,0.0
2021-03-01 10:00:00+00:00,0.0,12.994666667
2021-03-01 10:15:00+00:00,-2.13,0.0
2021-03-01 10:30:00+00:00,-3.533333333,0.0
2021-03-01 10:45:00+00:00,0.0,0.0
2021-03-01 11:00:00+00:00,0.0,8.458666667
2021-03-01 11:15:00+00:00,-4.48,0.0
2021-03-01 11:30:00+00:00,-2.095,0.0
2021-03-01 11:45:00+00:00,-2.095,0.0
2021-03-01 12:00:00+00:00,0.0,0.86
2021-03-01 12:15:00+00:00,0.5565,0.0
2021-03-01 12:30:00+00:00,1.0325,0.0
2021-03-01 12:45:00+00:00,7.522,0.0
2021-03-01 13:00:00+00:00,-0.7,0.0
2021-03-01 13:15:00+00:00,0.0,0.0
2021-03-01 13:30:00+00:00,0.0,0.0
2021-03-01 13:45:00+00:00,0.0,0.0
2021-03-01 14:00:00+00:00,0.0,0.0
2021-03-01 14:15:00+00:00,0.0,0.0
2021-03-01 14:30:00+00:00,0.0,5.408666667
2021-03-01 14:45:00+00:00,0.0,9.093333333
2021-03-01 15:00:00+00:00,4.573333333,0.0
2021-03-01 15:15:00+00:00,0.0,0.0
2021-03-01 15:30:00+00:00,0.0,5.197333333
2021-03-01 15:45:00+00:00,0.0,6.127333333
2021-03-01 16:00:00+00:00,0.0,0.0
2021-03-01 16:15:00+00:00,0.0,0.668333333
2021-03-01 16:30:00+00:00,0.0,26.054166667
2021-03-01 16:45:00+00:00,0.0,101.3125
2021-03-01 17:00:00+00:00,0.0,34.15
2021-03-01 17:15:00+00:00,-2.383,0.0
2021-03-01 17:30:00+00:00,0.0,22.248333333
2021-03-01 17:45:00+00:00,0.0,83.698
2021-03-01 18:00:00+00:00,-5.976,0.0
2021-03-01 18:15:00+00:00,-8.971666667,0.0
2021-03-01 18:30:00+00:00,-6.678833333,0.0
2021-03-01 18:45:00+00:00,-8.7325,0.0
2021-03-01 19:00:00+00:00,-4.268833333,0.0
2021-03-01 19:15:00+00:00,-5.1,0.0
2021-03-01 19:30:00+00:00,-1.410666667,0.0
2021-03-01 19:45:00+00:00,-1.4,0.0
2021-03-01 20:00:00+00:00,0.0,1.6955
2021-03-01 20:15:00+00:00,0.0,0.0
2021-03-01 20:30:00+00:00,-1.506666667,0.0
2021-03-01 20:45:00+00:00,-0.9,0.0
2021-03-01 21:00:00+00:00,0.0,1.38
2021-03-01 21:15:00+00:00,0.0,0.609
2021-03-01 21:30:00+00:00,-0.46,0.0
2021-03-01 21:45:00+00:00,-0.712666667,0.0
2021-03-01 22:00:00+00:00,0.0,1.53
2021-03-01 22:15:00+00:00,0.0,0.0
2021-03-01 22:30:00+00:00,0.0,0.0
2021-03-01 22:45:00+00:00,-1.0,0.0
2021-03-01 23:00:00+00:00,0.0,1.165666667
2021-03-01 23:15:00+00:00,0.0,0.0
2021-03-01 23:30:00+00:00,0.0,0.0
2021-03-01 23:45:00+00:00,0.0,0.0
2021-03-02 00:00:00+00:00,0.0,12.133333333
2021-03-02 00:15:00+00:00,0.0,3.115333333
2021-03-02 00:30:00+00:00,0.0,4.215
2021-03-02 00:45:00+00:00,0.0,1.396666667
2021-03-02 01:00:00+00:00,0.0,3.666666667
2021-03-02 01:15:00+00:00,0.0,20.705
2021-03-02 01:30:00+00:00,-1.833333333,0.0
2021-03-02 01:45:00+00:00,0.0,2.75
2021-03-02 02:00:00+00:00,-4.6375,0.0
2021-03-02 02:15:00+00:00,-4.662,0.0
2021-03-02 02:30:00+00:00,-1.998,0.0
2021-03-02 02:45:00+00:00,-1.9975,0.0
2021-03-02 03:00:00+00:00,-1.376,0.0
2021-03-02 03:15:00+00:00,0.0,1.471666667
2021-03-02 03:30:00+00:00,-1.997,0.0
2021-03-02 03:45:00+00:00,-1.9825,0.0
2021-03-02 04:00:00+00:00,0.0,3.184666667
2021-03-02 04:15:00+00:00,-1.338666667,0.0
2021-03-02 04:30:00+00:00,-0.8865,0.0
2021-03-02 04:45:00+00:00,0.0,0.698333333
2021-03-02 05:00:00+00:00,-3.6475,0.0
2021-03-02 05:15:00+00:00,-0.5775,0.0
2021-03-02 05:30:00+00:00,0.0,0.0
2021-03-02 05:45:00+00:00,0.0,9.1355
2021-03-02 06:00:00+00:00,-1.368333333,0.0
2021-03-02 06:15:00+00:00,0.0,1.358
2021-03-02 06:30:00+00:00,0.0,2.3135
2021-03-02 06:45:00+00:00,0.0,10.083333333
2021-03-02 07:00:00+00:00,0.0,51.465
2021-03-02 07:15:00+00:00,0.0,0.0
2021-03-02 07:30:00+00:00,0.0,0.0
2021-03-02 07:45:00+00:00,0.0,0.0
2021-03-02 08:00:00+00:00,-0.743166667,0.0
2021-03-02 08:15:00+00:00,0.0,0.0
2021-03-02 08:30:00+00:00,-2.728,0.0
2021-03-02 08:45:00+00:00,-5.731666667,0.0
2021-03-02 09:00:00+00:00,0.0,3.251666667
2021-03-02 09:15:00+00:00,-0.8075,0.0
2021-03-02 09:30:00+00:00,0.0,0.0
2021-03-02 09:45:00+00:00,-3.18,0.0
2021-03-02 10:00:00+00:00,0.0,20.097
2021-03-02 10:15:00+00:00,-3.380666667,0.0
2021-03-02 10:30:00+00:00,-7.93,0.0
2021-03-02 10:45:00+00:00,-4.519666667,0.0
2021-03-02 11:00:00+00:00,0.0,1.9955
2021-03-02 11:15:00+00:00,-2.344,0.0
2021-03-02 11:30:00+00:00,-8.024333333,0.0
2021-03-02 11:45:00+00:00,-1.758,0.0
2021-03-02 12:00:00+00:00,-0.586,0.0
2021-03-02 12:15:00+00:00,-1.272,0.0
2021-03-02 12:30:00+00:00,-0.578666667,0.0
2021-03-02 12:45:00+00:00,-1.736,0.0
2021-03-02 13:00:00+00:00,-0.652833333,0.0
2021-03-02 13:15:00+00:00,0.0,0.0
2021-03-02 13:30:00+00:00,0.0,0.660833333
2021-03-02 13:45:00+00:00,0.0,0.0
2021-03-02 14:00:00+00:00,-1.685333333,0.0
2021-03-02 14:15:00+00:00,-0.573166667,0.0
2021-03-02 14:30:00+00:00,0.0,0.0
2021-03-02 14:45:00+00:00,0.0,2.0695
2021-03-02 15:00:00+00:00,-1.272,0.0
2021-03-02 15:15:00+00:00,0.0,1.240666667
2021-03-02 15:30:00+00:00,0.0,10.822166667
2021-03-02 15:45:00+00:00,0.0,8.075
2021-03-02 16:00:00+00:00,-10.517,0.0
2021-03-02 16:15:00+00:00,0.0,0.594833333
2021-03-02 16:30:00+00:00,0.0,0.671333333
2021-03-02 16:45:00+00:00,0.0,0.672833333
2021-03-02 17:00:00+00:00,-5.754833333,0.0
2021-03-02 17:15:00+00:00,0.0,0.0
2021-03-02 17:30:00+00:00,0.0,0.0
2021-03-02 17:45:00+00:00,0.0,0.0
2021-03-02 18:00:00+00:00,0.0,6.116
2021-03-02 18:15:00+00:00,0.0,6.68
2021-03-02 18:30:00+00:00,0.0,2.0845
2021-03-02 18:45:00+00:00,0.0,0.0
2021-03-02 19:00:00+00:00,0.0,5.992
2021-03-02 19:15:00+00:00,0.0,1.433333333
2021-03-02 19:30:00+00:00,0.0,0.0
2021-03-02 19:45:00+00:00,-8.79,0.0
2021-03-02 20:00:00+00:00,0.0,0.622666667
2021-03-02 20:15:00+00:00,-1.343,0.0
2021-03-02 20:30:00+00:00,0.0,4.254166667
2021-03-02 20:45:00+00:00,-6.446,0.0
2021-03-02 21:00:00+00:00,0.0,2.574
2021-03-02 21:15:00+00:00,0.0,0.665666667
2021-03-02 21:30:00+00:00,0.0,0.0
2021-03-02 21:45:00+00:00,-1.919,0.0
2021-03-02 22:00:00+00:00,0.0,5.352
2021-03-02 22:15:00+00:00,0.0,18.412
2021-03-02 22:30:00+00:00,0.0,0.0
2021-03-02 22:45:00+00:00,-1.293333333,0.0
2021-03-02 23:00:00+00:00,-2.039,0.0
2021-03-02 23:15:00+00:00,0.0,0.0
2021-03-02 23:30:00+00:00,-2.011,0.0
2021-03-02 23:45:00+00:00,-2.443333333,0.0
2021-03-03 00:00:00+00:00,0.0,0.0
2021-03-03 00:15:00+00:00,0.0,3.466666667
2021-03-03 00:30:00+00:00,-2.572666667,0.0
2021-03-03 00:45:00+00:00,-0.655,0.0
2021-03-03 01:00:00+00:00,0.0,1.432666667
2021-03-03 01:15:00+00:00,-0.641333333,0.0
2021-03-03 01:30:00+00:00,-0.641666667,0.0
2021-03-03 01:45:00+00:00,0.0,0.0
2021-03-03 02:00:00+00:00,0.0,0.0
2021-03-03 02:15:00+00:00,-10.1825,0.0
2021-03-03 02:30:00+00:00,-9.81,0.0
2021-03-03 02:45:00+00:00,-4.578,0.0
2021-03-03 03:00:00+00:00,0.0,0.0
2021-03-03 03:15:00+00:00,0.0,0.0
2021-03-03 03:30:00+00:00,0.0,0.0
2021-03-03 03:45:00+00:00,0.0,0.0
2021-03-03 04:00:00+00:00,0.0,0.0
2021-03-03 04:15:00+00:00,0.0,0.0
2021-03-03 04:30:00+00:00,0.0,0.0
2021-03-03 04:45:00+00:00,0.0,0.0
2021-03-03 05:00:00+00:00,-1.3715,0.0
2021-03-03 05:15:00+00:00,0.0,12.165833333
2021-03-03 05:30:00+00:00,0.0,7.539
2021-03-03 05:45:00+00:00,0.0,57.2475
2021-03-03 06:00:00+00:00,-2.352,0.0
2021-03-03 06:15:00+00:00,-1.9715,0.0
2021-03-03 06:30:00+00:00,0.0,2.024
2021-03-03 06:45:00+00:00,0.0,3.559333333
2021-03-03 07:00:00+00:00,0.0,76.916
2021-03-03 07:15:00+00:00,0.0,9.3
2021-03-03 07:30:00+00:00,0.0,0.0
2021-03-03 07:45:00+00:00,-4.722666667,0.0
2021-03-03 08:00:00+00:00,0.0,119.31
2021-03-03 08:15:00+00:00,0.0,87.494
2021-03-03 08:30:00+00:00,0.0,0.0
2021-03-03 08:45:00+00:00,0.0,7.606666667
2021-03-03 09:00:00+00:00,0.0,0.0
2021-03-03 09:15:00+00:00,0.0,30.7526625
2021-03-03 09:30:00+00:00,-1.16064,0.0
2021-03-03 09:45:00+00:00,-8.631333333,0.0
2021-03-03 10:00:00+00:00,-3.148666667,0.0
2021-03-03 10:15:00+00:00,0.0,14.928666667
2021-03-03 10:30:00+00:00,0.0,0.0
2021-03-03 10:45:00+00:00,-11.7375,0.0
2021-03-03 11:00:00+00:00,0.0,35.238333333
2021-03-03 11:15:00+00:00,0.0,0.0
2021-03-03 11:30:00+00:00,-11.341,0.0
2021-03-03 11:45:00+00:00,-8.011666667,0.0
2021-03-03 12:00:00+00:00,0.0,30.806666667
2021-03-03 12:15:00+00:00,-5.658,0.0
2021-03-03 12:30:00+00:00,-8.5725,0.0
2021-03-03 12:45:00+00:00,0.0,16.556
2021-03-03 13:00:00+00:00,0.0,11.6285
2021-03-03 13:15:00+00:00,0.0,0.0
2021-03-03 13:30:00+00:00,-18.144,0.0
2021-03-03 13:45:00+00:00,0.0,53.1425
2021-03-03 14:00:00+00:00,-3.466666667,0.0
2021-03-03 14:15:00+00:00,0.0,13.866666667
2021-03-03 14:30:00+00:00,0.0,13.7
2021-03-03 14:45:00+00:00,0.0,102.75
2021-03-03 15:00:00+00:00,-7.917,0.0
2021-03-03 15:15:00+00:00,-1.54,0.0
2021-03-03 15:30:00+00:00,0.0,34.248333333
2021-03-03 15:45:00+00:00,0.0,75.226464167
2021-03-03 16:00:00+00:00,-7.78,0.0
2021-03-03 16:15:00+00:00,0.0,0.0
2021-03-03 16:30:00+00:00,-0.9725,0.0
2021-03-03 16:45:00+00:00,-3.251666667,0.0
2021-03-03 17:00:00+00:00,-5.993333333,0.0
2021-03-03 17:15:00+00:00,-3.4125,0.0
2021-03-03 17:30:00+00:00,-4.5445,0.0
2021-03-03 17:45:00+00:00,0.0,7.068
2021-03-03 18:00:00+00:00,0.0,2.893
2021-03-03 18:15:00+00:00,-0.970333333,0.0
2021-03-03 18:30:00+00:00,-5.337333333,0.0
2021-03-03 18:45:00+00:00,-4.669,0.0
2021-03-03 19:00:00+00:00,0.0,4.411
2021-03-03 19:15:00+00:00,-3.276666667,0.0
2021-03-03 19:30:00+00:00,0.0,0.0
2021-03-03 19:45:00+00:00,0.0,0.0
2021-03-03 20:00:00+00:00,0.0,5.549833333
2021-03-03 20:15:00+00:00,0.0,0.966666667
2021-03-03 20:30:00+00:00,0.0,1.838666667
2021-03-03 20:45:00+00:00,-3.3005,0.0
2021-03-03 21:00:00+00:00,-7.501666667,0.0
2021-03-03 21:15:00+00:00,0.0,183.705
2021-03-03 21:30:00+00:00,-6.554,0.0
2021-03-03 21:45:00+00:00,-6.719166667,0.0
2021-03-03 22:00:00+00:00,-7.9365,0.0
2021-03-03 22:15:00+00:00,0.0,0.0
2021-03-03 22:30:00+00:00,-4.99,0.0
2021-03-03 22:45:00+00:00,-0.655,0.0
2021-03-03 23:00:00+00:00,0.0,99.53
2021-03-03 23:15:00+00:00,0.0,2.281333333
2021-03-03 23:30:00+00:00,-8.555,0.0
2021-03-03 23:45:00+00:00,0.0,0.0
2021-03-04 00:00:00+00:00,0.0,7.604166667
2021-03-04 00:15:00+00:00,0.0,2.508
2021-03-04 00:30:00+00:00,0.0,0.0
2021-03-04 00:45:00+00:00,-1.8165,0.0
2021-03-04 01:00:00+00:00,-0.916666667,0.0
2021-03-04 01:15:00+00:00,0.0,0.0
2021-03-04 01:30:00+00:00,0.0,0.0
2021-03-04 01:45:00+00:00,0.0,0.0
2021-03-04 02:00:00+00:00,0.0,0.0
2021-03-04 02:15:00+00:00,0.0,0.662333333
2021-03-04 02:30:00+00:00,0.0,0.0
2021-03-04 02:45:00+00:00,0.0,0.0
2021-03-04 03:00:00+00:00,0.0,0.0
2021-03-04 03:15:00+00:00,0.0,0.0
2021-03-04 03:30:00+00:00,0.0,0.0
2021-03-04 03:45:00+00:00,0.0,0.0
2021-03-04 04:00:00+00:00,0.0,0.0
2021-03-04 04:15:00+00:00,0.0,23.255
2021-03-04 04:30:00+00:00,-0.933,0.0
2021-03-04 04:45:00+00:00,0.0,3.344
2021-03-04 05:00:00+00:00,-9.645,0.0
2021-03-04 05:15:00+00:00,0.0,0.0
2021-03-04 05:30:00+00:00,0.0,0.0
2021-03-04 05:45:00+00:00,0.0,9.5565
2021-03-04 06:00:00+00:00,-8.044,0.0
2021-03-04 06:15:00+00:00,-4.303833333,0.0
2021-03-04 06:30:00+00:00,0.0,0.0
2021-03-04 06:45:00+00:00,0.0,1.533333333
2021-03-04 07:00:00+00:00,-0.666666667,0.0
2021-03-04 07:15:00+00:00,0.0,3.066666667
2021-03-04 07:30:00+00:00,0.0,15.514333333
2021-03-04 07:45:00+00:00,0.0,0.0
2021-03-04 08:00:00+00:00,0.0,42.005
2021-03-04 08:15:00+00:00,-4.880166667,0.0
2021-03-04 08:30:00+00:00,-7.362666667,0.0
2021-03-04 08:45:00+00:00,-2.676,0.0
2021-03-04 09:00:00+00:00,0.0,11.966
2021-03-04 09:15:00+00:00,-4.818333333,0.0
2021-03-04 09:30:00+00:00,-4.15,0.0
2021-03-04 09:45:00+00:00,0.0,6.761333333
2021-03-04 10:00:00+00:00,0.0,18.8695
2021-03-04 10:15:00+00:00,0.0,2.898666667
2021-03-04 10:30:00+00:00,0.0,6.701333333
2021-03-04 10:45:00+00:00,0.0,0.0
2021-03-04 11:00:00+00:00,0.0,40.7055
2021-03-04 11:15:00+00:00,-4.522833333,0.0
2021-03-04 11:30:00+00:00,0.0,55.55824875
2021-03-04 11:45:00+00:00,-8.064,0.0
2021-03-04 12:00:00+00:00,0.0,0.0
2021-03-04 12:15:00+00:00,-6.526,0.0
2021-03-04 12:30:00+00:00,-4.350666667,0.0
2021-03-04 12:45:00+00:00,-7.583333333,0.0
2021-03-04 13:00:00+00:00,-10.192,0.0
2021-03-04 13:15:00+00:00,0.0,1.484666667
2021-03-04 13:30:00+00:00,-0.784,0.0
2021-03-04 13:45:00+00:00,-4.666666667,0.0
2021-03-04 14:00:00+00:00,0.0,19.602333333
2021-03-04 14:15:00+00:00,0.0,0.0
2021-03-04 14:30:00+00:00,0.0,152.8425
2021-03-04 14:45:00+00:00,0.0,53.836
2021-03-04 15:00:00+00:00,0.0,11.056
2021-03-04 15:15:00+00:00,0.0,22.112
2021-03-04 15:30:00+00:00,-4.5465,0.0
2021-03-04 15:45:00+00:00,-7.282,0.0
2021-03-04 16:00:00+00:00,-4.471,0.0
2021-03-04 16:15:00+00:00,-9.2225,0.0
2021-03-04 16:30:00+00:00,-6.885666667,0.0
2021-03-04 16:45:00+00:00,0.0,0.0
2021-03-04 17:00:00+00:00,-2.01,0.0
2021-03-04 17:15:00+00:00,-2.0085,0.0
2021-03-04 17:30:00+00:00,-1.339,0.0
2021-03-04 17:45:00+00:00,-1.338666667,0.0
2021-03-04 18:00:00+00:00,0.0,58.796833333
2021-03-04 18:15:00+00:00,-0.716666667,0.0
2021-03-04 18:30:00+00:00,0.0,0.0
2021-03-04 18:45:00+00:00,0.0,0.0
2021-03-04 19:00:00+00:00,0.0,7.566666667
2021-03-04 19:15:00+00:00,-3.3075,0.0
2021-03-04 19:30:00+00:00,-1.159333333,0.0
2021-03-04 19:45:00+00:00,-5.366666667,0.0
2021-03-04 20:00:00+00:00,0.0,17.056666667
2021-03-04 20:15:00+00:00,0.0,13.7595
2021-03-04 20:30:00+00:00,-5.358666667,0.0
2021-03-04 20:45:00+00:00,-1.95,0.0
2021-03-04 21:00:00+00:00,-4.952,0.0
2021-03-04 21:15:00+00:00,-4.986666667,0.0
2021-03-04 21:30:00+00:00,-2.0,0.0
2021-03-04 21:45:00+00:00,-2.762666667,0.0
2021-03-04 22:00:00+00:00,-11.328,0.0
2021-03-04 22:15:00+00:00,0.0,6.5
2021-03-04 22:30:00+00:00,-1.0875,0.0
2021-03-04 22:45:00+00:00,2.928333333,0.0
2021-03-04 23:00:00+00:00,0.0,0.0
2021-03-04 23:15:00+00:00,0.0,2.2415
2021-03-04 23:30:00+00:00,0.0,8.485
2021-03-04 23:45:00+00:00,0.0,0.0
2021-03-05 00:00:00+00:00,0.0,0.0
2021-03-05 00:15:00+00:00,0.0,0.0
2021-03-05 00:30:00+00:00,5.796,0.0
2021-03-05 00:45:00+00:00,22.485,0.0
2021-03-05 01:00:00+00:00,0.0,0.0
2021-03-05 01:15:00+00:00,0.0,0.0
2021-03-05 01:30:00+00:00,0.0,0.0
2021-03-05 01:45:00+00:00,0.0,0.0
2021-03-05 02:00:00+00:00,0.0,0.0
2021-03-05 02:15:00+00:00,0.0,0.0
2021-03-05 02:30:00+00:00,0.0,0.0
2021-03-05 02:45:00+00:00,0.0,0.0
2021-03-05 03:00:00+00:00,0.0,0.0
2021-03-05 03:15:00+00:00,0.0,3.68
2021-03-05 03:30:00+00:00,0.0,0.0
2021-03-05 03:45:00+00:00,0.0,1.338333333
2021-03-05 04:00:00+00:00,1.986,0.0
2021-03-05 04:15:00+00:00,0.0,0.0
2021-03-05 04:30:00+00:00,0.0,0.0
2021-03-05 04:45:00+00:00,0.0,0.0
2021-03-05 05:00:00+00:00,0.0,0.0
2021-03-05 05:15:00+00:00,0.0,0.0
2021-03-05 05:30:00+00:00,0.0,1.9605
2021-03-05 05:45:00+00:00,0.0,1.976
2021-03-05 06:00:00+00:00,5.013333333,0.0
2021-03-05 06:15:00+00:00,0.0,0.0
2021-03-05 06:30:00+00:00,0.0,0.0
2021-03-05 06:45:00+00:00,0.0,1.333
2021-03-05 07:00:00+00:00,0.0,0.674666667
2021-03-05 07:15:00+00:00,0.0,3.570833333
2021-03-05 07:30:00+00:00,0.0,5.888
2021-03-05 07:45:00+00:00,-1.2,0.0
2021-03-05 08:00:00+00:00,0.0,7.0
2021-03-05 08:15:00+00:00,0.0,0.0
2021-03-05 08:30:00+00:00,-1.035,0.0
2021-03-05 08:45:00+00:00,-0.114,0.0
2021-03-05 09:00:00+00:00,0.0,0.0
2021-03-05 09:15:00+00:00,0.0,0.0
2021-03-05 09:30:00+00:00,2.806,0.0
2021-03-05 09:45:00+00:00,0.0,0.0
2021-03-05 10:00:00+00:00,0.0,2.403333333
2021-03-05 10:15:00+00:00,0.0,4.625
2021-03-05 10:30:00+00:00,0.0,2.0725
2021-03-05 10:45:00+00:00,0.0,7.1175
2021-03-05 11:00:00+00:00,0.0,11.808333333
2021-03-05 11:15:00+00:00,0.0,3.163333333
2021-03-05 11:30:00+00:00,0.0,0.0
2021-03-05 11:45:00+00:00,0.0,7.51
2021-03-05 12:00:00+00:00,2.823333333,0.0
2021-03-05 12:15:00+00:00,-7.21,0.0
2021-03-05 12:30:00+00:00,-2.515333333,0.0
2021-03-05 12:45:00+00:00,-4.5825,0.0
2021-03-05 13:00:00+00:00,-0.480666667,0.0
2021-03-05 13:15:00+00:00,0.0,0.0
2021-03-05 13:30:00+00:00,0.0,0.0
2021-03-05 13:45:00+00:00,-0.602166667,0.0
2021-03-05 14:00:00+00:00,4.96,0.0
2021-03-05 14:15:00+00:00,0.0,0.0
2021-03-05 14:30:00+00:00,0.0,0.0
2021-03-05 14:45:00+00:00,0.0,0.0
2021-03-05 15:00:00+00:00,15.32677747,0.0
2021-03-05 15:15:00+00:00,0.0,0.0
2021-03-05 15:30:00+00:00,0.0,0.0
2021-03-05 15:45:00+00:00,0.0,1.9945
2021-03-05 16:00:00+00:00,7.136842105,0.0
2021-03-05 16:15:00+00:00,0.0,0.0
2021-03-05 16:30:00+00:00,0.0,0.0
2021-03-05 16:45:00+00:00,0.0,0.648166667
2021-03-05 17:00:00+00:00,0.0,9.676333333
2021-03-05 17:15:00+00:00,0.0,0.0
2021-03-05 17:30:00+00:00,0.0,0.0
2021-03-05 17:45:00+00:00,0.0,0.0
2021-03-05 18:00:00+00:00,0.0,5.654666667
2021-03-05 18:15:00+00:00,0.0,3.534166667
2021-03-05 18:30:00+00:00,0.0,3.83
2021-03-05 18:45:00+00:00,-2.342,0.0
2021-03-05 19:00:00+00:00,0.0,32.5225
2021-03-05 19:15:00+00:00,-5.373,0.0
2021-03-05 19:30:00+00:00,-1.592,0.0
2021-03-05 19:45:00+00:00,-5.674166667,0.0
2021-03-05 20:00:00+00:00,0.0,0.0
2021-03-05 20:15:00+00:00,0.0,0.0
2021-03-05 20:30:00+00:00,0.0,0.0
2021-03-05 20:45:00+00:00,-0.650333333,0.0
2021-03-05 21:00:00+00:00,0.0,1.299666667
2021-03-05 21:15:00+00:00,0.0,0.0
2021-03-05 21:30:00+00:00,0.0,0.0
2021-03-05 21:45:00+00:00,0.0,0.0
2021-03-05 22:00:00+00:00,0.0,0.0
2021-03-05 22:15:00+00:00,0.0,0.0
2021-03-05 22:30:00+00:00,0.0,0.0
2021-03-05 22:45:00+00:00,-0.530666667,0.0
2021-03-05 23:00:00+00:00,-2.3355,0.0
2021-03-05 23:15:00+00:00,0.0,13.732333333
2021-03-05 23:30:00+00:00,0.0,0.0
2021-03-05 23:45:00+00:00,-0.530666667,0.0
2021-03-06 00:00:00+00:00,-2.324,0.0
2021-03-06 00:15:00+00:00,0.0,2.916
2021-03-06 00:30:00+00:00,-1.878,0.0
2021-03-06 00:45:00+00:00,-1.255,0.0
2021-03-06 01:00:00+00:00,-0.743,0.0
2021-03-06 01:15:00+00:00,0.0,3.429166667
2021-03-06 01:30:00+00:00,0.0,0.0
2021-03-06 01:45:00+00:00,0.0,1.295666667
2021-03-06 02:00:00+00:00,-0.701666667,0.0
2021-03-06 02:15:00+00:00,0.0,0.6415
2021-03-06 02:30:00+00:00,-2.7775,0.0
2021-03-06 02:45:00+00:00,0.0,0.670833333
2021-03-06 03:00:00+00:00,0.0,5.734666667
2021-03-06 03:15:00+00:00,0.0,2.135
2021-03-06 03:30:00+00:00,0.0,4.61
2021-03-06 03:45:00+00:00,-3.844,0.0
2021-03-06 04:00:00+00:00,0.0,1.335333333
2021-03-06 04:15:00+00:00,0.0,3.745
2021-03-06 04:30:00+00:00,-1.9795,0.0
2021-03-06 04:45:00+00:00,-5.008,0.0
2021-03-06 05:00:00+00:00,-0.626,0.0
2021-03-06 05:15:00+00:00,-1.878,0.0
2021-03-06 05:30:00+00:00,0.0,0.0
2021-03-06 05:45:00+00:00,0.0,0.0
2021-03-06 06:00:00+00:00,0.0,0.0
2021-03-06 06:15:00+00:00,0.0,0.0
2021-03-06 06:30:00+00:00,0.0,0.0
2021-03-06 06:45:00+00:00,0.0,0.0
2021-03-06 07:00:00+00:00,0.0,1.252
2021-03-06 07:15:00+00:00,0.0,0.0
2021-03-06 07:30:00+00:00,0.0,0.0
2021-03-06 07:45:00+00:00,-1.252,0.0
2021-03-06 08:00:00+00:00,0.0,3.680833333
2021-03-06 08:15:00+00:00,-1.286666667,0.0
2021-03-06 08:30:00+00:00,-1.4025,0.0
2021-03-06 08:45:00+00:00,1.1925,0.0
2021-03-06 09:00:00+00:00,0.0,6.93
2021-03-06 09:15:00+00:00,-0.614,0.0
2021-03-06 09:30:00+00:00,-1.678,0.0
2021-03-06 09:45:00+00:00,-0.578166667,0.0
2021-03-06 10:00:00+00:00,0.0,53.25
2021-03-06 10:15:00+00:00,0.0,15.994333333
2021-03-06 10:30:00+00:00,0.0,16.762
2021-03-06 10:45:00+00:00,0.0,0.0
2021-03-06 11:00:00+00:00,0.0,52.6
2021-03-06 11:15:00+00:00,0.0,5.27
2021-03-06 11:30:00+00:00,-5.39,0.0
2021-03-06 11:45:00+00:00,0.0,21.04
2021-03-06 12:00:00+00:00,-8.8725,0.0
2021-03-06 12:15:00+00:00,-1.279333333,0.0
2021-03-06 12:30:00+00:00,0.0,2.4975
2021-03-06 12:45:00+00:00,-11.174666667,0.0
2021-03-06 13:00:00+00:00,0.0,2.312666667
2021-03-06 13:15:00+00:00,-8.855,0.0
2021-03-06 13:30:00+00:00,0.0,1.494666667
2021-03-06 13:45:00+00:00,-4.4205,0.0
2021-03-06 14:00:00+00:00,-4.781666667,0.0
2021-03-06 14:15:00+00:00,6.6075,0.0
2021-03-06 14:30:00+00:00,-5.26,0.0
2021-03-06 14:45:00+00:00,0.0,1.272
2021-03-06 15:00:00+00:00,-1.885,0.0
2021-03-06 15:15:00+00:00,0.0,0.0
2021-03-06 15:30:00+00:00,0.0,0.0
2021-03-06 15:45:00+00:00,0.0,7.341333333
2021-03-06 16:00:00+00:00,0.0,4.569833333
2021-03-06 16:15:00+00:00,-1.921,0.0
2021-03-06 16:30:00+00:00,0.0,0.637833333
2021-03-06 16:45:00+00:00,0.0,3.206666667
2021-03-06 17:00:00+00:00,-0.789166667,0.0
2021-03-06 17:15:00+00:00,0.0,0.0
2021-03-06 17:30:00+00:00,0.0,0.0
2021-03-06 17:45:00+00:00,0.0,4.827
2021-03-06 18:00:00+00:00,0.0,24.774
2021-03-06 18:15:00+00:00,0.0,3.793333333
2021-03-06 18:30:00+00:00,-5.8185,0.0
2021-03-06 18:45:00+00:00,0.0,0.0
