,potential,cost,measured_power
2021-04-21 17:15:00+00:00,0.0,0.0,0.0
2021-04-21 17:30:00+00:00,0.533333333,-0.399611111,-0.533333333
2021-04-21 17:45:00+00:00,0.733333333,-0.571211111,-0.733333333
2021-04-21 18:00:00+00:00,0.0,0.0,0.0
2021-04-21 18:15:00+00:00,0.266666667,-0.2279,-0.266666667
2021-04-21 18:30:00+00:00,1.0,-1.346088889,-1.0
2021-04-21 18:45:00+00:00,0.266666667,-0.294988889,-0.266666667
2021-04-21 19:00:00+00:00,-0.2,0.141366667,0.2
2021-04-21 19:15:00+00:00,0.0,0.0,0.0
2021-04-21 19:30:00+00:00,-0.2,0.138155556,0.2
2021-04-21 19:45:00+00:00,-0.333333333,0.217111111,0.333333333
2021-04-21 20:00:00+00:00,-0.066666667,0.033044444,0.066666667
2021-04-21 20:15:00+00:00,-0.466666667,0.262455556,0.466666667
2021-04-21 20:30:00+00:00,-0.2,0.094766667,0.2
2021-04-21 20:45:00+00:00,-0.533333333,0.197366667,0.533333333
2021-04-21 21:00:00+00:00,-0.666666667,0.314888889,0.666666667
2021-04-21 21:15:00+00:00,0.066666667,-0.049677778,-0.066666667
2021-04-21 21:30:00+00:00,0.0,0.0,0.0
2021-04-21 21:45:00+00:00,0.0,0.0,0.0
2021-04-21 22:00:00+00:00,0.0,0.0,0.0
2021-04-21 22:15:00+00:00,0.0,0.0,0.0
2021-04-21 22:30:00+00:00,0.0,0.0,0.0
2021-04-21 22:45:00+00:00,-0.066666667,-0.008133333,0.066666667
2021-04-21 23:00:00+00:00,0.0,0.0,0.0
2021-04-21 23:15:00+00:00,0.0,0.0,0.0
2021-04-21 23:30:00+00:00,0.0,0.0,0.0
2021-04-21 23:45:00+00:00,0.0,0.0,0.0
2021-04-22 00:00:00+00:00,0.0,0.0,0.0
2021-04-22 00:15:00+00:00,0.0,0.0,0.0
2021-04-22 00:30:00+00:00,0.0,0.0,0.0
2021-04-22 00:45:00+00:00,0.0,0.0,0.0
2021-04-22 01:00:00+00:00,0.0,0.0,0.0
2021-04-22 01:15:00+00:00,0.4,-0.326611111,-0.4
2021-04-22 01:30:00+00:00,0.0,0.0,0.0
2021-04-22 01:45:00+00:00,0.0,0.0,0.0
2021-04-22 02:00:00+00:00,0.066666667,-0.055855556,-0.066666667
2021-04-22 02:15:00+00:00,0.133333333,-0.108677778,-0.133333333
2021-04-22 02:30:00+00:00,0.0,0.0,0.0
2021-04-22 02:45:00+00:00,0.0,0.0,0.0
2021-04-22 03:00:00+00:00,0.133333333,-0.087122222,-0.133333333
2021-04-22 03:15:00+00:00,0.0,-0.030344444,0.0
2021-04-22 03:30:00+00:00,0.266666667,-0.263266667,-0.266666667
2021-04-22 03:45:00+00:00,1.0,-2.572811111,-1.0
2021-04-22 04:00:00+00:00,-0.133333333,0.1438,0.133333333
2021-04-22 04:15:00+00:00,0.2,-0.066577778,-0.2
2021-04-22 04:30:00+00:00,0.2,-0.037677778,-0.2
2021-04-22 04:45:00+00:00,0.733333333,-1.716355556,-0.733333333
2021-04-22 05:00:00+00:00,-0.4,1.2322,0.4
2021-04-22 05:15:00+00:00,-0.066666667,0.043722222,0.066666667
2021-04-22 05:30:00+00:00,0.0,-0.015122222,0.0
2021-04-22 05:45:00+00:00,-0.066666667,0.060711111,0.066666667
2021-04-22 06:00:00+00:00,-0.466666667,0.253222222,0.466666667
2021-04-22 06:15:00+00:00,-0.333333333,0.189088889,0.333333333
2021-04-22 06:30:00+00:00,-0.733333333,0.3746,0.733333333
2021-04-22 06:45:00+00:00,-1.0,0.017677778,1.0
2021-04-22 07:00:00+00:00,0.0,0.0,0.0
2021-04-22 07:15:00+00:00,-0.533333333,-0.112311111,0.533333333
2021-04-22 07:30:00+00:00,-0.21754386,0.421050877,0.21754386
2021-04-22 07:45:00+00:00,0.0,0.0,0.0
2021-04-22 08:00:00+00:00,0.0,0.0,0.0
2021-04-22 08:15:00+00:00,0.0,0.0,0.0
2021-04-22 08:30:00+00:00,0.0,0.0,0.0
2021-04-22 08:45:00+00:00,0.0,0.0,0.0
2021-04-22 09:00:00+00:00,0.0,0.0,0.0
2021-04-22 09:15:00+00:00,0.0,0.0,0.0
2021-04-22 09:30:00+00:00,0.0,0.0,0.0
2021-04-22 09:45:00+00:00,0.0,0.0,0.0
2021-04-22 10:00:00+00:00,0.0,0.0,0.0
2021-04-22 10:15:00+00:00,0.0,0.0,0.0
2021-04-22 10:30:00+00:00,0.0,0.0,0.0
2021-04-22 10:45:00+00:00,0.0,0.0,0.0
2021-04-22 11:00:00+00:00,0.0,0.0,0.0
2021-04-22 11:15:00+00:00,0.0,0.0,0.0
2021-04-22 11:30:00+00:00,0.0,0.0,0.0
2021-04-22 11:45:00+00:00,0.0,0.0,0.0
2021-04-22 12:00:00+00:00,0.0,0.0,0.0
2021-04-22 12:15:00+00:00,0.0,0.0,0.0
2021-04-22 12:30:00+00:00,0.0,0.0,0.0
2021-04-22 12:45:00+00:00,0.0,0.0,0.0
2021-04-22 13:00:00+00:00,0.066666667,-0.049888889,-0.066666667
2021-04-22 13:15:00+00:00,0.066666667,0.029588889,-0.066666667
2021-04-22 13:30:00+00:00,0.0,0.0,0.0
2021-04-22 13:45:00+00:00,0.133333333,-0.102633333,-0.133333333
2021-04-22 14:00:00+00:00,0.0,0.0,0.0
2021-04-22 14:15:00+00:00,0.0,0.0,0.0
2021-04-22 14:30:00+00:00,0.2,-0.079877778,-0.2
2021-04-22 14:45:00+00:00,0.066666667,-0.019366667,-0.066666667
2021-04-22 15:00:00+00:00,0.066666667,-0.033888889,-0.066666667
2021-04-22 15:15:00+00:00,0.4,-0.122122222,-0.4
2021-04-22 15:30:00+00:00,0.533333333,-0.522988889,-0.533333333
2021-04-22 15:45:00+00:00,1.0,-1.7326,-1.0
2021-04-22 16:00:00+00:00,0.533333333,-0.936033333,-0.533333333
2021-04-22 16:15:00+00:00,-1.0,0.812177778,1.0
2021-04-22 16:30:00+00:00,-0.2,0.147822222,0.2
2021-04-22 16:45:00+00:00,-0.066666667,0.038,0.066666667
2021-04-22 17:00:00+00:00,-1.0,0.709344444,1.0
2021-04-22 17:15:00+00:00,0.933333333,-0.064344444,-0.933333333
2021-04-22 17:30:00+00:00,1.0,-0.949233333,-1.0
2021-04-22 17:45:00+00:00,1.0,-3.212544444,-1.0
2021-04-22 18:00:00+00:00,0.0,0.0,0.0
2021-04-22 18:15:00+00:00,0.0,0.0,0.0
2021-04-22 18:30:00+00:00,0.066666667,-0.117988889,-0.066666667
2021-04-22 18:45:00+00:00,0.333333333,-0.602055556,-0.333333333
2021-04-22 19:00:00+00:00,-0.133333333,0.1448,0.133333333
2021-04-22 19:15:00+00:00,0.0,0.0,0.0
2021-04-22 19:30:00+00:00,0.0,0.0,0.0
2021-04-22 19:45:00+00:00,-0.466666667,0.512966667,0.466666667
2021-04-22 20:00:00+00:00,0.0,0.0,0.0
2021-04-22 20:15:00+00:00,0.0,0.0,0.0
2021-04-22 20:30:00+00:00,-0.533333333,0.3775,0.533333333
2021-04-22 20:45:00+00:00,-0.6,0.433177778,0.6
2021-04-22 21:00:00+00:00,0.0,0.027744444,0.0
2021-04-22 21:15:00+00:00,0.0,-0.0194,0.0
2021-04-22 21:30:00+00:00,0.0,0.0,0.0
2021-04-22 21:45:00+00:00,-1.0,0.523033333,1.0
2021-04-22 22:00:00+00:00,0.866666667,0.663055556,-0.866666667
2021-04-22 22:15:00+00:00,0.133333333,-0.114822222,-0.133333333
2021-04-22 22:30:00+00:00,-0.066666667,0.047611111,0.066666667
2021-04-22 22:45:00+00:00,-0.266666667,0.248622222,0.266666667
2021-04-22 23:00:00+00:00,0.133333333,0.011322222,-0.133333333
2021-04-22 23:15:00+00:00,0.133333333,-0.164611111,-0.133333333
2021-04-22 23:30:00+00:00,0.0,0.0,0.0
2021-04-22 23:45:00+00:00,0.0,0.0,0.0
2021-04-23 00:00:00+00:00,0.733333333,-0.909388889,-0.733333333
2021-04-23 00:15:00+00:00,0.333333333,-0.562922222,-0.333333333
2021-04-23 00:30:00+00:00,0.066666667,-0.117133333,-0.066666667
2021-04-23 00:45:00+00:00,0.0,0.0,0.0
2021-04-23 01:00:00+00:00,0.0,0.0,0.0
2021-04-23 01:15:00+00:00,0.333333333,-0.5688,-0.333333333
2021-04-23 01:30:00+00:00,0.0,0.0,0.0
2021-04-23 01:45:00+00:00,0.133333333,-0.244533333,-0.133333333
2021-04-23 02:00:00+00:00,0.0,0.0,0.0
2021-04-23 02:15:00+00:00,0.0,0.0,0.0
2021-04-23 02:30:00+00:00,0.0,0.0,0.0
2021-04-23 02:45:00+00:00,0.0,0.0,0.0
2021-04-23 03:00:00+00:00,-0.133333333,0.119011111,0.133333333
2021-04-23 03:15:00+00:00,0.0,0.0,0.0
2021-04-23 03:30:00+00:00,0.0,0.0,0.0
2021-04-23 03:45:00+00:00,0.333333333,-0.802844444,-0.333333333
2021-04-23 04:00:00+00:00,-0.8,0.820233333,0.8
2021-04-23 04:15:00+00:00,-0.4,0.292611111,0.4
2021-04-23 04:30:00+00:00,0.0,0.0,0.0
2021-04-23 04:45:00+00:00,0.0,0.0,0.0
2021-04-23 05:00:00+00:00,0.0,-0.020277778,0.0
2021-04-23 05:15:00+00:00,0.333333333,-0.603388889,-0.333333333
2021-04-23 05:30:00+00:00,0.133333333,-0.227744444,-0.133333333
2021-04-23 05:45:00+00:00,0.066666667,-0.141322222,-0.066666667
2021-04-23 06:00:00+00:00,0.933333333,-3.918022222,-0.933333333
2021-04-23 06:15:00+00:00,0.0,0.0,0.0
2021-04-23 06:30:00+00:00,-0.333333333,0.234277778,0.333333333
2021-04-23 06:45:00+00:00,-1.0,0.447333333,1.0
2021-04-23 07:00:00+00:00,0.4,1.7152,-0.4
2021-04-23 07:15:00+00:00,-0.8,0.604788889,0.8
2021-04-23 07:30:00+00:00,-0.733333333,0.423833333,0.733333333
2021-04-23 07:45:00+00:00,-1.0,3.551688889,1.0
2021-04-23 08:00:00+00:00,0.666666667,0.015066667,-0.666666667
2021-04-23 08:15:00+00:00,-0.133333333,0.126977778,0.133333333
2021-04-23 08:30:00+00:00,0.0,-0.007144444,0.0
2021-04-23 08:45:00+00:00,0.0,0.0,0.0
2021-04-23 09:00:00+00:00,0.466666667,-0.535988889,-0.466666667
2021-04-23 09:15:00+00:00,0.0,0.0,0.0
2021-04-23 09:30:00+00:00,-0.333333333,0.368933333,0.333333333
2021-04-23 09:45:00+00:00,-0.466666667,0.390233333,0.466666667
2021-04-23 10:00:00+00:00,0.0,-0.008377778,0.0
2021-04-23 10:15:00+00:00,-0.266666667,0.200644444,0.266666667
2021-04-23 10:30:00+00:00,-0.6,0.352711111,0.6
2021-04-23 10:45:00+00:00,-0.333333333,0.422277778,0.333333333
2021-04-23 11:00:00+00:00,0.6,-0.1554,-0.6
2021-04-23 11:15:00+00:00,0.266666667,-0.222233333,-0.266666667
2021-04-23 11:30:00+00:00,-0.066666667,0.0396,0.066666667
2021-04-23 11:45:00+00:00,-0.466666667,0.463277778,0.466666667
2021-04-23 12:00:00+00:00,-0.266666667,0.238055556,0.266666667
2021-04-23 12:15:00+00:00,-0.333333333,0.305688889,0.333333333
2021-04-23 12:30:00+00:00,-0.266666667,0.316588889,0.266666667
2021-04-23 12:45:00+00:00,-0.133333333,0.064611111,0.133333333
2021-04-23 13:00:00+00:00,-0.733333333,1.290544444,0.733333333
2021-04-23 13:15:00+00:00,-0.045798707,0.001976978,0.045798707
2021-04-23 13:30:00+00:00,0.0,0.0,0.0
2021-04-23 13:45:00+00:00,0.133333333,-0.099666667,-0.133333333
2021-04-23 14:00:00+00:00,0.066666667,-0.024911111,-0.066666667
2021-04-23 14:15:00+00:00,0.533333333,-0.403722222,-0.533333333
2021-04-23 14:30:00+00:00,0.066666667,-0.035644444,-0.066666667
2021-04-23 14:45:00+00:00,0.133333333,-0.093933333,-0.133333333
2021-04-23 15:00:00+00:00,0.0,0.0,0.0
2021-04-23 15:15:00+00:00,0.466666667,-0.099666667,-0.466666667
2021-04-23 15:30:00+00:00,0.266666667,-0.155677778,-0.266666667
2021-04-23 15:45:00+00:00,0.4,-0.431311111,-0.4
2021-04-23 16:00:00+00:00,0.133333333,-0.045233333,-0.133333333
2021-04-23 16:15:00+00:00,0.133333333,-0.109955556,-0.133333333
2021-04-23 16:30:00+00:00,0.133333333,-0.076444444,-0.133333333
2021-04-23 16:45:00+00:00,0.2,-0.132833333,-0.2
2021-04-23 17:00:00+00:00,0.4,-0.286644444,-0.4
2021-04-23 17:15:00+00:00,0.2,-0.078344444,-0.2
2021-04-23 17:30:00+00:00,1.0,-4.2401,-1.0
2021-04-23 17:45:00+00:00,1.0,-3.984611111,-1.0
2021-04-23 18:00:00+00:00,0.0,0.0,0.0
2021-04-23 18:15:00+00:00,-0.4,0.391777778,0.4
2021-04-23 18:30:00+00:00,-0.066666667,0.055333333,0.066666667
2021-04-23 18:45:00+00:00,-0.266666667,0.205533333,0.266666667
2021-04-23 19:00:00+00:00,-0.466666667,0.799377778,0.466666667
2021-04-23 19:15:00+00:00,0.4,-1.0379,-0.4
2021-04-23 19:30:00+00:00,-0.333333333,0.262988889,0.333333333
2021-04-23 19:45:00+00:00,-0.133333333,0.092877778,0.133333333
2021-04-23 20:00:00+00:00,0.0,0.0,0.0
2021-04-23 20:15:00+00:00,0.133333333,-0.242577778,-0.133333333
2021-04-23 20:30:00+00:00,0.333333333,-0.839844444,-0.333333333
2021-04-23 20:45:00+00:00,0.0,0.0,0.0
2021-04-23 21:00:00+00:00,0.066666667,-0.065255556,-0.066666667
2021-04-23 21:15:00+00:00,0.066666667,-0.157011111,-0.066666667
2021-04-23 21:30:00+00:00,0.0,0.0,0.0
2021-04-23 21:45:00+00:00,-0.066666667,0.054255556,0.066666667
2021-04-23 22:00:00+00:00,0.2,-0.2678,-0.2
2021-04-23 22:15:00+00:00,0.0,0.0,0.0
2021-04-23 22:30:00+00:00,-0.4,0.3319,0.4
2021-04-23 22:45:00+00:00,0.0,0.0,0.0
2021-04-23 23:00:00+00:00,0.066666667,-0.087133333,-0.066666667
2021-04-23 23:15:00+00:00,0.0,0.0,0.0
2021-04-23 23:30:00+00:00,0.0,0.0,0.0
2021-04-23 23:45:00+00:00,0.0,0.0,0.0
2021-04-24 00:00:00+00:00,0.333333333,-0.958288889,-0.333333333
2021-04-24 00:15:00+00:00,0.466666667,-0.1379,-0.466666667
2021-04-24 00:30:00+00:00,-1.0,0.778544444,1.0
2021-04-24 00:45:00+00:00,-0.933333333,0.676288889,0.933333333
2021-04-24 01:00:00+00:00,0.0,0.0,0.0
2021-04-24 01:15:00+00:00,0.0,0.0,0.0
2021-04-24 01:30:00+00:00,-0.066666667,0.049866667,0.066666667
2021-04-24 01:45:00+00:00,-0.6,0.426844444,0.6
2021-04-24 02:00:00+00:00,0.0,0.0,0.0
2021-04-24 02:15:00+00:00,-0.066666667,0.047955556,0.066666667
2021-04-24 02:30:00+00:00,-0.333333333,0.229733333,0.333333333
2021-04-24 02:45:00+00:00,0.0,0.0,0.0
2021-04-24 03:00:00+00:00,-0.333333333,0.228222222,0.333333333
2021-04-24 03:15:00+00:00,0.0,0.0,0.0
2021-04-24 03:30:00+00:00,0.0,0.0,0.0
2021-04-24 03:45:00+00:00,-0.066666667,0.044877778,0.066666667
2021-04-24 04:00:00+00:00,0.066666667,-0.043977778,-0.066666667
2021-04-24 04:15:00+00:00,0.133333333,-0.0914,-0.133333333
2021-04-24 04:30:00+00:00,0.0,0.0,0.0
2021-04-24 04:45:00+00:00,0.0,0.0,0.0
2021-04-24 05:00:00+00:00,0.0,0.0,0.0
2021-04-24 05:15:00+00:00,0.0,0.0,0.0
2021-04-24 05:30:00+00:00,0.0,0.0,0.0
2021-04-24 05:45:00+00:00,0.0,0.0,0.0
2021-04-24 06:00:00+00:00,0.0,0.0,0.0
2021-04-24 06:15:00+00:00,-0.133333333,0.158388889,0.133333333
2021-04-24 06:30:00+00:00,-0.2,0.139866667,0.2
2021-04-24 06:45:00+00:00,-1.0,-0.005277778,1.0
2021-04-24 07:00:00+00:00,-0.133333333,0.131977778,0.133333333
2021-04-24 07:15:00+00:00,-0.133333333,0.146711111,0.133333333
2021-04-24 07:30:00+00:00,-0.466666667,0.257788889,0.466666667
2021-04-24 07:45:00+00:00,0.0,0.0,0.0
2021-04-24 08:00:00+00:00,-0.2,0.123855556,0.2
2021-04-24 08:15:00+00:00,0.0,0.0,0.0
2021-04-24 08:30:00+00:00,0.0,0.0,0.0
2021-04-24 08:45:00+00:00,0.0,0.0,0.0
2021-04-24 09:00:00+00:00,0.066666667,0.090811111,-0.066666667
2021-04-24 09:15:00+00:00,0.133333333,-0.073433333,-0.133333333
2021-04-24 09:30:00+00:00,0.0,0.0,0.0
2021-04-24 09:45:00+00:00,-0.797599261,0.442540628,0.797599261
2021-04-24 10:00:00+00:00,0.0,0.0,0.0
2021-04-24 10:15:00+00:00,0.066666667,-0.048388889,-0.066666667
2021-04-24 10:30:00+00:00,-0.066666667,-0.028044444,0.066666667
2021-04-24 10:45:00+00:00,-0.007202216,0.017533795,0.007202216
2021-04-24 11:00:00+00:00,0.066666667,-0.050366667,-0.066666667
2021-04-24 11:15:00+00:00,0.0,0.0,0.0
2021-04-24 11:30:00+00:00,0.2,-0.136666667,-0.2
2021-04-24 11:45:00+00:00,0.0,0.0,0.0
2021-04-24 12:00:00+00:00,0.466666667,-0.129755556,-0.466666667
2021-04-24 12:15:00+00:00,0.0,0.0,0.0
2021-04-24 12:30:00+00:00,0.0,0.0,0.0
2021-04-24 12:45:00+00:00,0.0,0.0,0.0
2021-04-24 13:00:00+00:00,-0.81255771,5.601089012,0.81255771
2021-04-24 13:15:00+00:00,0.0,0.0,0.0
2021-04-24 13:30:00+00:00,0.0,0.0,0.0
2021-04-24 13:45:00+00:00,0.0,0.0,0.0
2021-04-24 14:00:00+00:00,0.0,0.0,0.0
2021-04-24 14:15:00+00:00,0.0,0.0,0.0
2021-04-24 14:30:00+00:00,0.0,0.0,0.0
2021-04-24 14:45:00+00:00,0.0,0.0,0.0
2021-04-24 15:00:00+00:00,0.6,-0.5046,-0.6
2021-04-24 15:15:00+00:00,0.533333333,-0.436133333,-0.533333333
2021-04-24 15:30:00+00:00,0.066666667,-0.034366667,-0.066666667
2021-04-24 15:45:00+00:00,0.666666667,-0.660888889,-0.666666667
2021-04-24 16:00:00+00:00,0.466666667,-0.5861,-0.466666667
2021-04-24 16:15:00+00:00,-0.466666667,0.353577778,0.466666667
2021-04-24 16:30:00+00:00,-0.333333333,0.168922222,0.333333333
2021-04-24 16:45:00+00:00,0.266666667,-0.176,-0.266666667
2021-04-24 17:00:00+00:00,-1.0,0.252577778,1.0
2021-04-24 17:15:00+00:00,0.0,0.0,0.0
2021-04-24 17:30:00+00:00,0.0,0.0,0.0
2021-04-24 17:45:00+00:00,0.0,0.0,0.0
2021-04-24 18:00:00+00:00,0.0,0.0,0.0
2021-04-24 18:15:00+00:00,0.066666667,-0.055277778,-0.066666667
2021-04-24 18:30:00+00:00,0.133333333,-0.093233333,-0.133333333
2021-04-24 18:45:00+00:00,0.0,0.0,0.0
2021-04-24 19:00:00+00:00,0.0,0.0,0.0
2021-04-24 19:15:00+00:00,0.0,0.0,0.0
2021-04-24 19:30:00+00:00,-0.066666667,0.029522222,0.066666667
2021-04-24 19:45:00+00:00,0.0,0.0,0.0
2021-04-24 20:00:00+00:00,0.266666667,-0.191577778,-0.266666667
2021-04-24 20:15:00+00:00,0.0,0.0,0.0
2021-04-24 20:30:00+00:00,0.0,0.0,0.0
2021-04-24 20:45:00+00:00,-0.133333333,0.069244444,0.133333333
2021-04-24 21:00:00+00:00,0.0,0.0,0.0
2021-04-24 21:15:00+00:00,-0.066666667,0.021811111,0.066666667
2021-04-24 21:30:00+00:00,-0.333333333,0.285811111,0.333333333
2021-04-24 21:45:00+00:00,0.0,0.0,0.0
2021-04-24 22:00:00+00:00,-0.733333333,1.076411111,0.733333333
2021-04-24 22:15:00+00:00,0.0,0.0,0.0
2021-04-24 22:30:00+00:00,0.0,0.0,0.0
2021-04-24 22:45:00+00:00,0.0,0.0,0.0
2021-04-24 23:00:00+00:00,0.066666667,0.068788889,-0.066666667
2021-04-24 23:15:00+00:00,0.266666667,-0.182188889,-0.266666667
2021-04-24 23:30:00+00:00,0.0,0.0,0.0
2021-04-24 23:45:00+00:00,0.0,0.0,0.0
2021-04-25 00:00:00+00:00,0.066666667,-0.021488889,-0.066666667
2021-04-25 00:15:00+00:00,0.0,0.0,0.0
2021-04-25 00:30:00+00:00,0.0,0.0,0.0
2021-04-25 00:45:00+00:00,0.066666667,-0.023766667,-0.066666667
2021-04-25 01:00:00+00:00,0.0,0.0,0.0
2021-04-25 01:15:00+00:00,0.0,0.0,0.0
2021-04-25 01:30:00+00:00,0.0,0.0,0.0
2021-04-25 01:45:00+00:00,0.0,0.0,0.0
2021-04-25 02:00:00+00:00,0.066666667,-0.012277778,-0.066666667
2021-04-25 02:15:00+00:00,0.0,0.0,0.0
2021-04-25 02:30:00+00:00,0.0,0.0,0.0
2021-04-25 02:45:00+00:00,0.0,0.0,0.0
2021-04-25 03:00:00+00:00,0.0,0.0,0.0
2021-04-25 03:15:00+00:00,0.0,0.0,0.0
2021-04-25 03:30:00+00:00,-0.333333333,0.156955556,0.333333333
2021-04-25 03:45:00+00:00,0.0,0.0,0.0
2021-04-25 04:00:00+00:00,0.0,0.0,0.0
2021-04-25 04:15:00+00:00,0.0,0.0,0.0
2021-04-25 04:30:00+00:00,-0.551061865,0.801011973,0.551061865
2021-04-25 04:45:00+00:00,0.0,0.0,0.0
2021-04-25 05:00:00+00:00,0.0,0.0,0.0
2021-04-25 05:15:00+00:00,0.133333333,-0.094044444,-0.133333333
2021-04-25 05:30:00+00:00,0.0,0.0,0.0
2021-04-25 05:45:00+00:00,0.2,-0.155933333,-0.2
2021-04-25 06:00:00+00:00,0.933333333,-0.897288889,-0.933333333
2021-04-25 06:15:00+00:00,0.866666667,-0.943111111,-0.866666667
2021-04-25 06:30:00+00:00,0.933333333,-1.389811111,-0.933333333
2021-04-25 06:45:00+00:00,0.4,-0.526988889,-0.4
2021-04-25 07:00:00+00:00,0.6,-1.188533333,-0.6
2021-04-25 07:15:00+00:00,0.8,-1.851711111,-0.8
2021-04-25 07:30:00+00:00,0.133333333,-0.346433333,-0.133333333
2021-04-25 07:45:00+00:00,-0.4,0.3317,0.4
2021-04-25 08:00:00+00:00,-0.066666667,0.056922222,0.066666667
2021-04-25 08:15:00+00:00,-0.066666667,0.061988889,0.066666667
2021-04-25 08:30:00+00:00,-0.8,1.004755556,0.8
2021-04-25 08:45:00+00:00,-1.0,1.195433333,1.0
2021-04-25 09:00:00+00:00,0.0,0.078633333,0.0
2021-04-25 09:15:00+00:00,-0.333333333,0.517055556,0.333333333
2021-04-25 09:30:00+00:00,-0.133333333,0.110577778,0.133333333
2021-04-25 09:45:00+00:00,-0.2,0.145444444,0.2
2021-04-25 10:00:00+00:00,0.866666667,-1.866044444,-0.866666667
2021-04-25 10:15:00+00:00,0.466666667,1.452,-0.466666667
2021-04-25 10:30:00+00:00,-0.066666667,0.168433333,0.066666667
2021-04-25 10:45:00+00:00,0.0,0.0,0.0
2021-04-25 11:00:00+00:00,0.0,0.042277778,0.0
2021-04-25 11:15:00+00:00,-1.0,2.747444444,1.0
2021-04-25 11:30:00+00:00,-0.6,1.762544444,0.6
2021-04-25 11:45:00+00:00,-0.333333333,0.373911111,0.333333333
2021-04-25 12:00:00+00:00,0.0,0.0,0.0
2021-04-25 12:15:00+00:00,-0.466666667,3.1078,0.466666667
2021-04-25 12:30:00+00:00,-0.733333333,5.6088,0.733333333
2021-04-25 12:45:00+00:00,-0.666666667,5.806933333,0.666666667
2021-04-25 13:00:00+00:00,-0.258910434,3.996332164,0.258910434
2021-04-25 13:15:00+00:00,0.0,0.0,0.0
2021-04-25 13:30:00+00:00,0.0,0.0,0.0
2021-04-25 13:45:00+00:00,0.0,0.0,0.0
2021-04-25 14:00:00+00:00,0.0,0.0,0.0
2021-04-25 14:15:00+00:00,0.0,0.0,0.0
2021-04-25 14:30:00+00:00,0.0,0.0,0.0
2021-04-25 14:45:00+00:00,0.533333333,0.894877778,-0.533333333
2021-04-25 15:00:00+00:00,-0.590951062,11.843090643,0.590951062
2021-04-25 15:15:00+00:00,0.0,0.0,0.0
2021-04-25 15:30:00+00:00,0.0,0.0,0.0
2021-04-25 15:45:00+00:00,0.266666667,-0.025322222,-0.266666667
2021-04-25 16:00:00+00:00,1.0,-1.500033333,-1.0
2021-04-25 16:15:00+00:00,0.266666667,0.027177778,-0.266666667
2021-04-25 16:30:00+00:00,0.066666667,-0.010555556,-0.066666667
2021-04-25 16:45:00+00:00,0.2,0.035,-0.2
2021-04-25 17:00:00+00:00,0.133333333,-0.135577778,-0.133333333
2021-04-25 17:15:00+00:00,0.466666667,-0.456944444,-0.466666667
2021-04-25 17:30:00+00:00,0.2,-0.083177778,-0.2
2021-04-25 17:45:00+00:00,0.2,-0.141277778,-0.2
2021-04-25 18:00:00+00:00,-1.0,0.488522222,1.0
2021-04-25 18:15:00+00:00,0.0,0.0,0.0
2021-04-25 18:30:00+00:00,-0.466666667,0.707522222,0.466666667
2021-04-25 18:45:00+00:00,-0.333333333,0.174944444,0.333333333
2021-04-25 19:00:00+00:00,-0.2,0.114866667,0.2
2021-04-25 19:15:00+00:00,0.0,0.0,0.0
2021-04-25 19:30:00+00:00,0.0,0.0,0.0
2021-04-25 19:45:00+00:00,-0.133333333,0.121966667,0.133333333
2021-04-25 20:00:00+00:00,0.0,0.0,0.0
2021-04-25 20:15:00+00:00,0.0,0.0,0.0
2021-04-25 20:30:00+00:00,0.0,0.0,0.0
2021-04-25 20:45:00+00:00,0.0,0.0,0.0
2021-04-25 21:00:00+00:00,0.0,0.0,0.0
2021-04-25 21:15:00+00:00,0.0,0.0,0.0
2021-04-25 21:30:00+00:00,0.0,0.0,0.0
2021-04-25 21:45:00+00:00,0.0,0.0,0.0
2021-04-25 22:00:00+00:00,0.066666667,-0.055766667,-0.066666667
2021-04-25 22:15:00+00:00,0.0,0.0,0.0
2021-04-25 22:30:00+00:00,0.0,0.0,0.0
2021-04-25 22:45:00+00:00,0.0,0.0,0.0
2021-04-25 23:00:00+00:00,0.533333333,-0.402233333,-0.533333333
2021-04-25 23:15:00+00:00,0.4,-0.395277778,-0.4
2021-04-25 23:30:00+00:00,0.333333333,-0.350588889,-0.333333333
2021-04-25 23:45:00+00:00,0.133333333,-0.120322222,-0.133333333
2021-04-26 00:00:00+00:00,0.533333333,-0.569366667,-0.533333333
2021-04-26 00:15:00+00:00,0.0,0.0,0.0
2021-04-26 00:30:00+00:00,0.066666667,-0.070788889,-0.066666667
2021-04-26 00:45:00+00:00,-0.066666667,0.050111111,0.066666667
2021-04-26 01:00:00+00:00,-0.066666667,0.053844444,0.066666667
2021-04-26 01:15:00+00:00,-0.2,0.152422222,0.2
2021-04-26 01:30:00+00:00,-0.333333333,0.238344444,0.333333333
2021-04-26 01:45:00+00:00,0.0,0.0,0.0
2021-04-26 02:00:00+00:00,0.2,-0.131955556,-0.2
2021-04-26 02:15:00+00:00,0.266666667,-0.303611111,-0.266666667
2021-04-26 02:30:00+00:00,0.133333333,-0.165288889,-0.133333333
2021-04-26 02:45:00+00:00,0.066666667,-0.060444444,-0.066666667
2021-04-26 03:00:00+00:00,-0.4,0.3831,0.4
2021-04-26 03:15:00+00:00,0.0,0.0,0.0
2021-04-26 03:30:00+00:00,0.6,-0.757988889,-0.6
2021-04-26 03:45:00+00:00,0.066666667,-0.060833333,-0.066666667
2021-04-26 04:00:00+00:00,-0.2,0.153088889,0.2
